Date,LTC-USD
2023-09-26,63.75851058959961
2023-09-27,63.486812591552734
2023-09-28,65.23880767822266
2023-09-29,65.63209533691406
2023-09-30,66.06964874267578
2023-10-01,68.23331451416016
2023-10-02,66.01112365722656
2023-10-03,65.49351501464844
2023-10-04,64.45206451416016
2023-10-05,64.8587646484375
2023-10-06,65.53318786621094
2023-10-07,65.48564147949219
2023-10-08,65.36454772949219
2023-10-09,63.11105728149414
2023-10-10,63.621070861816406
2023-10-11,61.499820709228516
2023-10-12,61.12781524658203
2023-10-13,61.574058532714844
2023-10-14,61.665157318115234
2023-10-15,61.65643310546875
2023-10-16,63.337162017822266
2023-10-17,62.16300964355469
2023-10-18,60.276973724365234
2023-10-19,61.786651611328125
2023-10-20,63.41781997680664
2023-10-21,64.73554229736328
2023-10-22,65.19058227539062
2023-10-23,68.99109649658203
2023-10-24,69.0318603515625
2023-10-25,68.6949234008789
2023-10-26,68.85438537597656
2023-10-27,67.05579376220703
2023-10-28,67.78277587890625
2023-10-29,68.80084228515625
2023-10-30,69.25083923339844
2023-10-31,68.9495620727539
2023-11-01,69.93502044677734
2023-11-02,69.39419555664062
2023-11-03,69.49114227294922
2023-11-04,70.47209930419922
2023-11-05,71.66265106201172
2023-11-06,74.48286437988281
2023-11-07,73.56438446044922
2023-11-08,73.17993927001953
2023-11-09,73.75221252441406
2023-11-10,73.30500030517578
2023-11-11,75.17430877685547
2023-11-12,74.89127349853516
2023-11-13,71.49154663085938
2023-11-14,70.63526153564453
2023-11-15,74.080322265625
2023-11-16,71.1790542602539
2023-11-17,70.18233489990234
2023-11-18,69.89380645751953
2023-11-19,70.64031219482422
2023-11-20,69.51773834228516
2023-11-21,66.45738220214844
2023-11-22,68.7055892944336
2023-11-23,69.512451171875
2023-11-24,70.73595428466797
2023-11-25,71.83336639404297
2023-11-26,70.05899047851562
2023-11-27,69.2423324584961
2023-11-28,69.73725128173828
2023-11-29,69.98934936523438
2023-11-30,69.4455795288086
2023-12-01,71.54496765136719
2023-12-02,72.27222442626953
2023-12-03,72.25643157958984
2023-12-04,72.82166290283203
2023-12-05,74.29119873046875
2023-12-06,72.41529083251953
2023-12-07,74.05846405029297
2023-12-08,78.39876556396484
2023-12-09,76.27754974365234
2023-12-10,77.14188385009766
2023-12-11,72.65074920654297
2023-12-12,72.4129867553711
2023-12-13,73.1978530883789
2023-12-14,72.96341705322266
2023-12-15,70.95587921142578
2023-12-16,72.13298034667969
2023-12-17,71.23487091064453
2023-12-18,70.80284118652344
2023-12-19,70.61455535888672
2023-12-20,69.80497741699219
2023-12-21,70.92453002929688
2023-12-22,73.7297134399414
2023-12-23,72.5406265258789
2023-12-24,71.17471313476562
2023-12-25,72.27528381347656
2023-12-26,73.15052032470703
2023-12-27,75.85030364990234
2023-12-28,76.72232818603516
2023-12-29,73.40414428710938
2023-12-30,73.31273651123047
2023-12-31,72.7984390258789
2024-01-01,74.73192596435547
2024-01-02,72.98407745361328
2024-01-03,65.30164337158203
2024-01-04,66.49139404296875
2024-01-05,66.02114868164062
2024-01-06,65.67607879638672
2024-01-07,64.2574691772461
2024-01-08,67.80654907226562
2024-01-09,66.94928741455078
2024-01-10,69.89013671875
2024-01-11,71.9844741821289
2024-01-12,72.90021514892578
2024-01-13,71.98751068115234
2024-01-14,69.81559753417969
2024-01-15,69.255615234375
2024-01-16,69.47465515136719
2024-01-17,69.38614654541016
2024-01-18,67.99267578125
2024-01-19,71.1841812133789
2024-01-20,71.29741668701172
2024-01-21,71.60008239746094
2024-01-22,67.28827667236328
2024-01-23,65.44943237304688
2024-01-24,66.14016723632812
2024-01-25,65.49899291992188
2024-01-26,67.03406524658203
2024-01-27,68.08456420898438
2024-01-28,68.39750671386719
2024-01-29,68.45301055908203
2024-01-30,67.51202392578125
2024-01-31,66.75304412841797
2024-02-01,67.51658630371094
2024-02-02,68.0035171508789
2024-02-03,68.83683776855469
2024-02-04,66.93138885498047
2024-02-05,67.61941528320312
2024-02-06,68.29098510742188
2024-02-07,68.5560302734375
2024-02-08,70.5627670288086
2024-02-09,70.67704772949219
2024-02-10,70.80987548828125
2024-02-11,71.54000091552734
2024-02-12,72.93286895751953
2024-02-13,69.00106048583984
2024-02-14,69.89627838134766
2024-02-15,69.81148529052734
2024-02-16,70.6171646118164
2024-02-17,69.9896240234375
2024-02-18,70.7302474975586
2024-02-19,71.31204223632812
2024-02-20,69.65516662597656
2024-02-21,68.93756103515625
2024-02-22,68.76451873779297
2024-02-23,68.82816314697266
2024-02-24,70.3870620727539
2024-02-25,70.08211517333984
2024-02-26,71.9378890991211
2024-02-27,74.03375244140625
2024-02-28,74.59254455566406
2024-02-29,79.9408950805664
2024-03-01,85.08411407470703
2024-03-02,94.41902923583984
2024-03-03,90.66835021972656
2024-03-04,88.93545532226562
2024-03-05,82.04119873046875
2024-03-06,85.82997131347656
2024-03-07,88.10804748535156
2024-03-08,88.63076782226562
2024-03-09,90.8468017578125
2024-03-10,87.50755310058594
2024-03-11,103.7921142578125
2024-03-12,97.53800201416016
2024-03-13,97.32198333740234
2024-03-14,94.11614227294922
2024-03-15,89.71339416503906
2024-03-16,84.13844299316406
2024-03-17,85.85752868652344
2024-03-18,87.1122055053711
2024-03-19,78.58637237548828
2024-03-20,84.78901672363281
2024-03-21,85.70162200927734
2024-03-22,83.31150817871094
2024-03-23,85.42414093017578
2024-03-24,89.69075012207031
2024-03-25,90.72403717041016
2024-03-26,95.86446380615234
2024-03-27,93.6755142211914
2024-03-28,94.2191162109375
2024-03-29,109.25897216796875
2024-03-30,102.86311340332031
2024-03-31,105.18340301513672
2024-04-01,99.3753433227539
2024-04-02,106.81754302978516
2024-04-03,98.57223510742188
2024-04-04,98.40848541259766
2024-04-05,98.04344940185547
2024-04-06,101.50172424316406
2024-04-07,101.17562866210938
2024-04-08,103.3110580444336
2024-04-09,97.49812316894531
2024-04-10,96.69976043701172
2024-04-11,98.68910217285156
2024-04-12,86.26956939697266
2024-04-13,77.60658264160156
2024-04-14,79.9143295288086
2024-04-15,78.07315063476562
2024-04-16,79.92219543457031
2024-04-17,80.16748046875
2024-04-18,80.79938507080078
2024-04-19,80.9097900390625
2024-04-20,85.092041015625
2024-04-21,84.16567993164062
2024-04-22,85.4677963256836
2024-04-23,85.10800170898438
2024-04-24,83.16317749023438
2024-04-25,83.79810333251953
2024-04-26,87.99208068847656
2024-04-27,83.88262939453125
2024-04-28,83.95203399658203
2024-04-29,83.51525115966797
2024-04-30,79.49531555175781
2024-05-01,80.09586334228516
2024-05-02,80.12277221679688
2024-05-03,81.93013763427734
2024-05-04,81.6870346069336
2024-05-05,81.37557220458984
2024-05-06,80.78765106201172
2024-05-07,80.81792449951172
2024-05-08,81.6363525390625
2024-05-09,83.05622100830078
2024-05-10,80.2269287109375
2024-05-11,81.34529876708984
2024-05-12,81.38278198242188
2024-05-13,80.6013412475586
2024-05-14,78.73124694824219
2024-05-15,82.5345230102539
2024-05-16,82.45768737792969
2024-05-17,84.18548583984375
2024-05-18,83.86661529541016
2024-05-19,82.2212142944336
2024-05-20,88.60094451904297
2024-05-21,88.21318054199219
2024-05-22,85.71488189697266
2024-05-23,85.41560363769531
2024-05-24,84.98160552978516
2024-05-25,84.9808578491211
2024-05-26,83.8999252319336
2024-05-27,85.2121810913086
2024-05-28,83.3997802734375
2024-05-29,83.48149871826172
2024-05-30,84.41934967041016
2024-05-31,83.23851776123047
2024-06-01,83.43401336669922
2024-06-02,83.05375671386719
2024-06-03,82.7983627319336
2024-06-04,83.65545654296875
2024-06-05,85.41313171386719
2024-06-06,84.18112182617188
2024-06-07,80.08868408203125
2024-06-08,79.99410247802734
2024-06-09,80.51000213623047
2024-06-10,79.60232543945312
2024-06-11,77.28195190429688
2024-06-12,78.46941375732422
2024-06-13,79.14324188232422
2024-06-14,77.54237365722656
2024-06-15,79.19642639160156
2024-06-16,78.90593719482422
2024-06-17,76.62609100341797
2024-06-18,72.61646270751953
2024-06-19,73.7035140991211
2024-06-20,74.7087631225586
2024-06-21,74.11437225341797
2024-06-22,74.54924774169922
2024-06-23,73.380126953125
2024-06-24,69.6898193359375
2024-06-25,71.36486053466797
2024-06-26,70.9636001586914
2024-06-27,73.12354278564453
2024-06-28,72.76513671875
2024-06-29,74.92382049560547
2024-06-30,75.27999877929688
2024-07-01,74.34024810791016
2024-07-02,75.86390686035156
2024-07-03,72.0750503540039
2024-07-04,65.3156967163086
2024-07-05,61.88725662231445
2024-07-06,65.43029022216797
2024-07-07,62.062255859375
2024-07-08,64.86933135986328
2024-07-09,65.31686401367188
2024-07-10,66.93814849853516
2024-07-11,67.43598175048828
2024-07-12,69.27572631835938
2024-07-13,69.85125732421875
2024-07-14,69.96685791015625
2024-07-15,72.45584869384766
2024-07-16,73.20144653320312
2024-07-17,71.42044830322266
2024-07-18,71.6102294921875
2024-07-19,73.45670318603516
2024-07-20,73.07349395751953
2024-07-21,73.988525390625
2024-07-22,71.30793762207031
2024-07-23,72.93016052246094
2024-07-24,71.24752044677734
2024-07-25,68.8547592163086
2024-07-26,71.3331069946289
2024-07-27,71.3629379272461
2024-07-28,71.1284408569336
2024-07-29,73.74948120117188
2024-07-30,71.6852035522461
2024-07-31,70.19042205810547
