Date,WETH-USD
2024-04-26,3131.886962890625
2024-04-27,3249.741455078125
2024-04-28,3280.890625
2024-04-29,3206.86865234375
2024-04-30,3010.400146484375
2024-05-01,2969.856201171875
2024-05-02,2992.0732421875
2024-05-03,3108.5859375
2024-05-04,3116.8330078125
2024-05-05,3137.4794921875
2024-05-06,3073.525390625
2024-05-07,3027.69677734375
2024-05-08,2968.967041015625
2024-05-09,3031.795654296875
2024-05-10,2907.18701171875
2024-05-11,2914.23876953125
2024-05-12,2929.829833984375
2024-05-13,2948.31884765625
2024-05-14,2886.19091796875
2024-05-15,3025.987548828125
2024-05-16,2939.7490234375
2024-05-17,3091.733154296875
2024-05-18,3119.5380859375
2024-05-19,3072.662353515625
2024-05-20,3652.907470703125
2024-05-21,3795.186767578125
2024-05-22,3742.308349609375
2024-05-23,3775.3154296875
2024-05-24,3731.775634765625
2024-05-25,3746.390625
2024-05-26,3832.012939453125
2024-05-27,3887.719970703125
2024-05-28,3846.158935546875
2024-05-29,3770.373779296875
2024-05-30,3747.3984375
2024-05-31,3765.80419921875
2024-06-01,3813.904296875
2024-06-02,3781.560546875
2024-06-03,3770.321533203125
2024-06-04,3812.905517578125
2024-06-05,3859.195068359375
2024-06-06,3808.5244140625
2024-06-07,3684.8603515625
2024-06-08,3678.89990234375
2024-06-09,3706.679443359375
2024-06-10,3668.072509765625
2024-06-11,3497.850830078125
2024-06-12,3562.80126953125
2024-06-13,3472.52587890625
2024-06-14,3478.56298828125
2024-06-15,3563.517578125
2024-06-16,3616.30029296875
2024-06-17,3514.375732421875
2024-06-18,3476.804931640625
2024-06-19,3559.57763671875
2024-06-20,3516.080810546875
2024-06-21,3518.639892578125
2024-06-22,3498.176513671875
2024-06-23,3421.53515625
2024-06-24,3345.9091796875
2024-06-25,3400.5224609375
2024-06-26,3375.343994140625
2024-06-27,3444.713134765625
2024-06-28,3373.354248046875
2024-06-29,3376.2451171875
2024-06-30,3434.21435546875
2024-07-01,3446.009033203125
2024-07-02,3418.519775390625
2024-07-03,3294.75732421875
2024-07-04,3102.281005859375
2024-07-05,2983.988525390625
2024-07-06,3065.66748046875
2024-07-07,2942.201416015625
2024-07-08,3022.40625
2024-07-09,3064.510009765625
2024-07-10,3101.155029296875
2024-07-11,3101.136474609375
2024-07-12,3127.118896484375
2024-07-13,3172.28173828125
2024-07-14,3252.93359375
2024-07-15,3470.19970703125
2024-07-16,3444.71337890625
2024-07-17,3401.13427734375
2024-07-18,3428.054931640625
2024-07-19,3510.52783203125
2024-07-20,3519.572509765625
2024-07-21,3529.35498046875
2024-07-22,3445.463134765625
2024-07-23,3480.123291015625
2024-07-24,3331.26416015625
2024-07-25,3173.02587890625
2024-07-26,3274.708251953125
2024-07-27,3263.718994140625
2024-07-28,3266.826904296875
2024-07-29,3325.102783203125
2024-07-30,3276.2890625
2024-07-31,3232.391357421875
2024-08-01,3199.610595703125
2024-08-02,2988.01806640625
2024-08-03,2906.45458984375
2024-08-04,2709.910888671875
2024-08-05,2435.63232421875
2024-08-06,2469.52880859375
2024-08-07,2348.43310546875
2024-08-08,2684.205322265625
2024-08-09,2594.26220703125
2024-08-10,2607.20556640625
2024-08-11,2561.5205078125
2024-08-12,2712.482177734375
2024-08-13,2707.19580078125
2024-08-14,2667.060791015625
2024-08-15,2572.942138671875
2024-08-16,2596.931396484375
2024-08-17,2611.608154296875
2024-08-18,2639.6123046875
2024-08-19,2626.597412109375
2024-08-20,2581.152587890625
2024-08-21,2631.6318359375
2024-08-22,2623.181396484375
2024-08-23,2766.36474609375
2024-08-24,2760.7392578125
2024-08-25,2762.43359375
2024-08-26,2686.572265625
2024-08-27,2461.627197265625
2024-08-28,2528.501220703125
2024-08-29,2527.638671875
2024-08-30,2522.986572265625
2024-08-31,2514.942138671875
2024-09-01,2434.08203125
2024-09-02,2540.618896484375
2024-09-03,2444.687744140625
2024-09-04,2454.693603515625
2024-09-05,2367.974609375
2024-09-06,2218.591796875
2024-09-07,2269.027587890625
2024-09-08,2298.253662109375
2024-09-09,2362.18505859375
2024-09-10,2387.08642578125
2024-09-11,2342.041015625
2024-09-12,2359.6923828125
2024-09-13,2444.174560546875
2024-09-14,2416.950439453125
2024-09-15,2327.181396484375
2024-09-16,2290.8330078125
2024-09-17,2340.2236328125
2024-09-18,2352.055908203125
2024-09-19,2468.359375
2024-09-20,2551.313232421875
2024-09-21,2593.2841796875
2024-09-22,2580.414794921875
2024-09-23,2650.667236328125
2024-09-24,2655.837646484375
2024-09-25,2575.31005859375
2024-09-26,2632.47802734375
2024-09-27,2697.911376953125
2024-09-28,2675.201416015625
2024-09-29,2659.35693359375
2024-09-30,2599.4482421875
2024-10-01,2451.67724609375
2024-10-02,2369.804443359375
2024-10-03,2349.0439453125
2024-10-04,2418.833740234375
2024-10-05,2413.409912109375
2024-10-06,2438.259765625
2024-10-07,2431.954833984375
2024-10-08,2439.5205078125
2024-10-09,2368.655029296875
2024-10-10,2380.285888671875
2024-10-11,2439.8994140625
2024-10-12,2478.159912109375
2024-10-13,2465.40576171875
2024-10-14,2629.4716796875
2024-10-15,2597.445068359375
2024-10-16,2614.96044921875
2024-10-17,2604.060302734375
2024-10-18,2641.5712890625
2024-10-19,2648.103271484375
2024-10-20,2743.03271484375
2024-10-21,2671.232421875
2024-10-22,2626.84912109375
2024-10-23,2507.5576171875
2024-10-24,2532.927978515625
2024-10-25,2435.989501953125
2024-10-26,2482.282958984375
2024-10-27,2510.157470703125
2024-10-28,2566.3740234375
2024-10-29,2634.889892578125
2024-10-30,2660.18603515625
2024-10-31,2517.989990234375
2024-11-01,2511.362548828125
2024-11-02,2490.107177734375
2024-11-03,2457.317138671875
2024-11-04,2397.46435546875
2024-11-05,2428.086181640625
2024-11-06,2717.58544921875
2024-11-07,2889.82275390625
2024-11-08,2958.2353515625
2024-11-09,3121.8671875
2024-11-10,3186.42578125
2024-11-11,3355.3349609375
2024-11-12,3263.5576171875
2024-11-13,3186.009033203125
2024-11-14,3074.2705078125
2024-11-15,3098.29931640625
2024-11-16,3140.904296875
2024-11-17,3071.494873046875
2024-11-18,3184.795654296875
2024-11-19,3110.577880859375
2024-11-20,3073.669921875
2024-11-21,3366.19189453125
2024-11-22,3321.72705078125
2024-11-23,3401.256103515625
2024-11-24,3360.99560546875
2024-11-25,3433.52392578125
2024-11-26,3325.267333984375
2024-11-27,3668.432861328125
2024-11-28,3583.31494140625
2024-11-29,3596.4033203125
2024-11-30,3712.707763671875
2024-12-01,3716.208740234375
2024-12-02,3628.44921875
2024-12-03,3623.352294921875
2024-12-04,3844.33154296875
2024-12-05,3819.3232421875
2024-12-06,4018.054931640625
2024-12-07,4005.751953125
2024-12-08,4000.945068359375
2024-12-09,3714.58740234375
2024-12-10,3635.822509765625
2024-12-11,3834.652099609375
2024-12-12,3876.9794921875
2024-12-13,3905.0048828125
2024-12-14,3864.527099609375
2024-12-15,3928.99951171875
2024-12-16,4009.431640625
2024-12-17,3891.345947265625
2024-12-18,3647.10595703125
2024-12-19,3431.872802734375
2024-12-20,3468.885498046875
2024-12-21,3330.5224609375
2024-12-22,3279.25830078125
2024-12-23,3426.49951171875
2024-12-24,3493.087890625
2024-12-25,3483.1240234375
2024-12-26,3327.092529296875
2024-12-27,3321.92626953125
2024-12-28,3396.977783203125
2024-12-29,3348.80908203125
2024-12-30,3356.52880859375
2024-12-31,3333.537109375
2025-01-01,3352.722900390625
2025-01-02,3447.83349609375
2025-01-03,3608.56689453125
2025-01-04,3658.25439453125
2025-01-05,3638.581298828125
2025-01-06,3681.58447265625
2025-01-07,3382.595458984375
2025-01-08,3324.97265625
2025-01-09,3218.84375
2025-01-10,3270.31298828125
2025-01-11,3287.240234375
2025-01-12,3258.544189453125
2025-01-13,3132.09814453125
2025-01-14,3226.93896484375
2025-01-15,3438.500732421875
2025-01-16,3303.10693359375
2025-01-17,3478.289306640625
2025-01-18,3291.421142578125
2025-01-19,3275.052490234375
2025-01-20,3294.251708984375
2025-01-21,3322.56689453125
2025-01-22,3245.051025390625
2025-01-23,3316.209716796875
2025-01-24,3317.219970703125
2025-01-25,3328.5546875
2025-01-26,3269.6767578125
2025-01-27,3168.899658203125
2025-01-28,3071.016845703125
2025-01-29,3126.321533203125
2025-01-30,3256.582763671875
2025-01-31,3297.349609375
2025-02-01,3129.263671875
2025-02-02,2861.841552734375
2025-02-03,2877.052978515625
2025-02-04,2722.605224609375
2025-02-05,2778.0107421875
2025-02-06,2687.79345703125
2025-02-07,2606.14111328125
2025-02-08,2636.38427734375
2025-02-09,2626.159423828125
2025-02-10,2659.294677734375
2025-02-11,2604.842041015625
2025-02-12,2739.1337890625
2025-02-13,2672.64794921875
2025-02-14,2723.98046875
2025-02-15,2694.054931640625
2025-02-16,2668.62841796875
2025-02-17,2743.07275390625
2025-02-18,2661.80224609375
2025-02-19,2717.927490234375
2025-02-20,2738.37890625
2025-02-21,2649.646240234375
2025-02-22,2767.686767578125
2025-02-23,2815.866943359375
2025-02-24,2520.798828125
2025-02-25,2500.57666015625
2025-02-26,2332.632080078125
2025-02-27,2294.9375
2025-02-28,2226.02783203125
2025-03-01,2211.642578125
2025-03-02,2518.335205078125
2025-03-03,2150.825439453125
2025-03-04,2171.079833984375
2025-03-05,2238.495849609375
2025-03-06,2207.323486328125
2025-03-07,2135.270263671875
2025-03-08,2201.581787109375
2025-03-09,2016.469482421875
2025-03-10,1879.172119140625
2025-03-11,1928.6357421875
2025-03-12,1905.565673828125
2025-03-13,1865.0953369140625
2025-03-14,1919.11767578125
2025-03-15,1941.086669921875
2025-03-16,1885.169921875
2025-03-17,1931.31396484375
2025-03-18,1922.6610107421875
2025-03-19,2052.576416015625
2025-03-20,1977.574951171875
2025-03-21,1966.6060791015625
2025-03-22,1983.2718505859375
2025-03-23,1996.2530517578125
2025-03-24,2078.641357421875
2025-03-25,2065.439453125
2025-03-26,2005.5657958984375
2025-03-27,2005.5389404296875
2025-03-28,1893.0523681640625
2025-03-29,1821.8023681640625
2025-03-30,1804.937744140625
2025-03-31,1823.6014404296875
2025-04-01,1910.452392578125
2025-04-02,1797.3756103515625
2025-04-03,1811.8680419921875
2025-04-04,1815.0440673828125
2025-04-05,1797.92333984375
2025-04-06,1575.5633544921875
2025-04-07,1562.64794921875
2025-04-08,1470.14453125
2025-04-09,1664.4638671875
2025-04-10,1523.5205078125
2025-04-11,1567.159423828125
2025-04-12,1647.4793701171875
2025-04-13,1592.2379150390625
2025-04-14,1623.156494140625
2025-04-15,1593.2821044921875
2025-04-16,1580.8470458984375
2025-04-17,1584.7198486328125
2025-04-18,1590.80908203125
2025-04-19,1616.1002197265625
2025-04-20,1584.30859375
2025-04-21,1576.5107421875
2025-04-22,1756.2220458984375
2025-04-23,1797.19775390625
2025-04-24,1766.9630126953125
2025-04-25,1792.48583984375
2025-04-26,1819.4766845703125
2025-04-27,1793.6737060546875
2025-04-28,1798.860595703125
2025-04-29,1793.8604736328125
2025-04-30,1795.1480712890625
2025-05-01,1839.0833740234375
2025-05-02,1840.025634765625
2025-05-03,1837.070556640625
2025-05-04,1816.4559326171875
2025-05-05,1821.1134033203125
2025-05-06,1810.44873046875
2025-05-07,1813.9111328125
2025-05-08,2191.47119140625
2025-05-09,2340.16650390625
2025-05-10,2581.90087890625
2025-05-11,2507.466796875
2025-05-12,2491.971923828125
2025-05-13,2678.605224609375
2025-05-14,2601.732666015625
2025-05-15,2541.896240234375
2025-05-16,2547.074462890625
2025-05-17,2473.9150390625
2025-05-18,2470.06982421875
2025-05-19,2520.912353515625
2025-05-20,2520.240234375
2025-05-21,2546.68701171875
2025-05-22,2652.658203125
2025-05-23,2527.425048828125
2025-05-24,2530.3818359375
2025-05-25,2546.458251953125
2025-05-26,2561.547119140625
2025-05-27,2662.316650390625
2025-05-28,2664.694580078125
2025-05-29,2639.6171875
2025-05-30,2529.459228515625
2025-05-31,2534.912841796875
2025-06-01,2538.466552734375
2025-06-02,2601.960693359375
2025-06-03,2599.3505859375
2025-06-04,2610.0576171875
2025-06-05,2423.24609375
2025-06-06,2484.647705078125
2025-06-07,2525.6982421875
2025-06-08,2510.578369140625
2025-06-09,2675.80126953125
2025-06-10,2806.44775390625
2025-06-11,2772.848876953125
2025-06-12,2651.0712890625
2025-06-13,2572.12451171875
2025-06-14,2532.197509765625
2025-06-15,2545.521728515625
2025-06-16,2568.791259765625
2025-06-17,2513.3388671875
2025-06-18,2523.92919921875
2025-06-19,2521.09521484375
2025-06-20,2404.205322265625
2025-06-21,2277.96044921875
2025-06-22,2225.784423828125
2025-06-23,2420.44873046875
2025-06-24,2442.20703125
2025-06-25,2417.2353515625
2025-06-26,2415.8173828125
2025-06-27,2422.711669921875
2025-06-28,2438.22607421875
2025-06-29,2502.41796875
2025-06-30,2489.641845703125
2025-07-01,2403.2119140625
2025-07-02,2583.46435546875
2025-07-03,2591.708251953125
2025-07-04,2510.193359375
2025-07-05,2518.285400390625
2025-07-06,2569.41357421875
2025-07-07,2540.238037109375
2025-07-08,2612.79638671875
2025-07-09,2773.859130859375
2025-07-10,2952.766845703125
2025-07-11,2958.056640625
2025-07-12,2939.586181640625
2025-07-13,2969.537353515625
2025-07-14,3011.450927734375
2025-07-15,3115.98828125
2025-07-16,3364.94921875
2025-07-17,3480.27978515625
2025-07-18,3544.90283203125
2025-07-19,3588.065185546875
2025-07-20,3754.63525390625
2025-07-21,3764.67041015625
2025-07-22,3735.67529296875
2025-07-23,3620.1494140625
2025-07-24,3712.996826171875
2025-07-25,3721.81787109375
2025-07-26,3744.4873046875
2025-07-27,3861.754638671875
2025-07-28,3787.377197265625
2025-07-29,3787.42626953125
2025-07-30,3790.828369140625
2025-07-31,3704.885986328125
2025-08-01,3483.82080078125
2025-08-02,3398.078857421875
2025-08-03,3499.984375
2025-08-04,3719.841064453125
2025-08-05,3603.745849609375
2025-08-06,3680.68505859375
2025-08-07,3900.0380859375
2025-08-08,4021.36279296875
2025-08-09,4264.4208984375
2025-08-10,4241.921875
2025-08-11,4226.55419921875
2025-08-12,4594.525390625
2025-08-13,4756.59423828125
2025-08-14,4552.64306640625
2025-08-15,4428.67578125
2025-08-16,4423.87158203125
2025-08-17,4492.82958984375
2025-08-18,4334.06298828125
2025-08-19,4104.3876953125
2025-08-20,4338.62646484375
2025-08-21,4229.08349609375
2025-08-22,4829.12109375
2025-08-23,4770.00244140625
2025-08-24,4784.86181640625
2025-08-25,4379.6767578125
2025-08-26,4596.83544921875
2025-08-27,4513.091796875
2025-08-28,4504.69091796875
2025-08-29,4362.39599609375
2025-08-30,4363.5576171875
2025-08-31,4420.046875
2025-09-01,4298.03857421875
2025-09-02,4322.94091796875
2025-09-03,4460.7412109375
2025-09-04,4314.61279296875
2025-09-05,4309.0947265625
2025-09-06,4277.14501953125
2025-09-07,4307.71044921875
2025-09-08,4307.58642578125
2025-09-09,4310.1591796875
2025-09-10,4347.68017578125
2025-09-11,4449.4970703125
2025-09-12,4702.58154296875
2025-09-13,4663.8310546875
2025-09-14,4614.8779296875
2025-09-15,4521.07177734375
2025-09-16,4506.55712890625
2025-09-17,4594.2001953125
2025-09-18,4589.9873046875
2025-09-19,4464.78076171875
2025-09-20,4487.7890625
2025-09-21,4462.36767578125
2025-09-22,4201.90966796875
2025-09-23,4172.35693359375
2025-09-24,4156.85009765625
2025-09-25,3881.764404296875
2025-09-26,3911.40087890625
