Date,LINK-USD
2024-03-29,18.993438720703125
2024-03-30,18.943042755126953
2024-03-31,19.137727737426758
2024-04-01,18.38026237487793
2024-04-02,17.963333129882812
2024-04-03,17.706615447998047
2024-04-04,17.793916702270508
2024-04-05,17.347497940063477
2024-04-06,17.57422637939453
2024-04-07,17.922143936157227
2024-04-08,18.100648880004883
2024-04-09,17.36273765563965
2024-04-10,17.42534637451172
2024-04-11,17.550020217895508
2024-04-12,15.157100677490234
2024-04-13,13.3458251953125
2024-04-14,14.119750022888184
2024-04-15,13.582572937011719
2024-04-16,13.488032341003418
2024-04-17,13.135204315185547
2024-04-18,13.89305305480957
2024-04-19,13.966599464416504
2024-04-20,14.964591979980469
2024-04-21,15.080411911010742
2024-04-22,15.465097427368164
2024-04-23,15.196627616882324
2024-04-24,14.537848472595215
2024-04-25,14.599360466003418
2024-04-26,14.480972290039062
2024-04-27,14.252129554748535
2024-04-28,13.808069229125977
2024-04-29,14.073784828186035
2024-04-30,13.13352108001709
2024-05-01,13.344388008117676
2024-05-02,13.59581470489502
2024-05-03,14.109475135803223
2024-05-04,14.31827163696289
2024-05-05,14.375481605529785
2024-05-06,14.50192928314209
2024-05-07,14.01184368133545
2024-05-08,13.899291038513184
2024-05-09,14.23800277709961
2024-05-10,13.568572998046875
2024-05-11,13.301305770874023
2024-05-12,13.546971321105957
2024-05-13,13.378436088562012
2024-05-14,12.975332260131836
2024-05-15,13.888160705566406
2024-05-16,15.509692192077637
2024-05-17,16.252931594848633
2024-05-18,16.31100845336914
2024-05-19,16.581558227539062
2024-05-20,17.277952194213867
2024-05-21,16.735185623168945
2024-05-22,16.347694396972656
2024-05-23,16.605215072631836
2024-05-24,17.247709274291992
2024-05-25,17.441204071044922
2024-05-26,17.046470642089844
2024-05-27,18.778060913085938
2024-05-28,18.52767562866211
2024-05-29,18.452091217041016
2024-05-30,17.944950103759766
2024-05-31,18.422332763671875
2024-06-01,18.41452407836914
2024-06-02,18.148576736450195
2024-06-03,17.613609313964844
2024-06-04,17.72248077392578
2024-06-05,17.738054275512695
2024-06-06,17.268896102905273
2024-06-07,16.32770347595215
2024-06-08,15.944519996643066
2024-06-09,16.357593536376953
2024-06-10,15.89479923248291
2024-06-11,14.996339797973633
2024-06-12,16.001293182373047
2024-06-13,15.136268615722656
2024-06-14,14.741475105285645
2024-06-15,14.858819961547852
2024-06-16,15.126066207885742
2024-06-17,14.534425735473633
2024-06-18,13.96777057647705
2024-06-19,14.334752082824707
2024-06-20,14.259183883666992
2024-06-21,13.862212181091309
2024-06-22,13.48008918762207
2024-06-23,13.177005767822266
2024-06-24,13.614714622497559
2024-06-25,14.195656776428223
2024-06-26,13.904292106628418
2024-06-27,14.387674331665039
2024-06-28,13.75875473022461
2024-06-29,13.511537551879883
2024-06-30,14.260198593139648
2024-07-01,14.327778816223145
2024-07-02,14.404244422912598
2024-07-03,13.620819091796875
2024-07-04,12.553675651550293
2024-07-05,12.305855751037598
2024-07-06,13.201163291931152
2024-07-07,12.351334571838379
2024-07-08,13.114887237548828
2024-07-09,12.820453643798828
2024-07-10,12.796518325805664
2024-07-11,12.350228309631348
2024-07-12,12.738323211669922
2024-07-13,13.021286964416504
2024-07-14,13.426870346069336
2024-07-15,14.422126770019531
2024-07-16,14.221345901489258
2024-07-17,13.754619598388672
2024-07-18,13.600837707519531
2024-07-19,14.075929641723633
2024-07-20,14.26817512512207
2024-07-21,14.806570053100586
2024-07-22,13.929006576538086
2024-07-23,13.919931411743164
2024-07-24,13.395511627197266
2024-07-25,12.946199417114258
2024-07-26,13.54045295715332
2024-07-27,13.567426681518555
2024-07-28,13.293225288391113
2024-07-29,13.543046951293945
2024-07-30,13.140531539916992
2024-07-31,12.82884693145752
2024-08-01,12.89976692199707
2024-08-02,11.917962074279785
2024-08-03,11.70133113861084
2024-08-04,10.871526718139648
2024-08-05,9.501569747924805
2024-08-06,10.0545654296875
2024-08-07,9.485442161560059
2024-08-08,10.736471176147461
2024-08-09,10.548673629760742
2024-08-10,10.554250717163086
2024-08-11,10.008923530578613
2024-08-12,10.557686805725098
2024-08-13,10.576763153076172
2024-08-14,10.401407241821289
2024-08-15,10.173847198486328
2024-08-16,10.143065452575684
2024-08-17,10.150433540344238
2024-08-18,10.095947265625
2024-08-19,10.183764457702637
2024-08-20,10.245038986206055
2024-08-21,11.214466094970703
2024-08-22,11.467951774597168
2024-08-23,12.062475204467773
2024-08-24,12.347853660583496
2024-08-25,12.108485221862793
2024-08-26,11.854799270629883
2024-08-27,11.170317649841309
2024-08-28,11.181870460510254
2024-08-29,10.937602996826172
2024-08-30,11.119160652160645
2024-08-31,11.024574279785156
2024-09-01,10.372398376464844
2024-09-02,10.761754989624023
2024-09-03,10.314515113830566
2024-09-04,10.335187911987305
2024-09-05,10.016019821166992
2024-09-06,9.575072288513184
2024-09-07,10.018677711486816
2024-09-08,10.335866928100586
2024-09-09,10.545119285583496
2024-09-10,10.597155570983887
2024-09-11,10.406829833984375
2024-09-12,10.786038398742676
2024-09-13,11.458701133728027
2024-09-14,11.297834396362305
2024-09-15,10.823186874389648
2024-09-16,10.554821014404297
2024-09-17,10.627530097961426
2024-09-18,10.853248596191406
2024-09-19,11.205124855041504
2024-09-20,11.426664352416992
2024-09-21,11.51356315612793
2024-09-22,11.132943153381348
2024-09-23,11.398932456970215
2024-09-24,12.162094116210938
2024-09-25,12.111525535583496
2024-09-26,12.551836967468262
2024-09-27,12.680974960327148
2024-09-28,12.943387985229492
2024-09-29,12.48232364654541
2024-09-30,11.85057258605957
2024-10-01,11.025396347045898
2024-10-02,10.662163734436035
2024-10-03,10.650412559509277
2024-10-04,11.068582534790039
2024-10-05,11.261728286743164
2024-10-06,11.276307106018066
2024-10-07,11.160425186157227
2024-10-08,10.825778007507324
2024-10-09,10.529767990112305
2024-10-10,10.538860321044922
2024-10-11,10.898591995239258
2024-10-12,11.0164155960083
2024-10-13,10.731656074523926
2024-10-14,11.26422119140625
2024-10-15,11.436711311340332
2024-10-16,11.238662719726562
2024-10-17,11.021685600280762
2024-10-18,11.477060317993164
2024-10-19,11.42170238494873
2024-10-20,11.962789535522461
2024-10-21,11.709382057189941
2024-10-22,11.966221809387207
2024-10-23,11.24693775177002
2024-10-24,11.59044075012207
2024-10-25,11.09341812133789
2024-10-26,11.00280475616455
2024-10-27,10.980671882629395
2024-10-28,11.178171157836914
2024-10-29,11.788102149963379
2024-10-30,12.394707679748535
2024-10-31,11.422245979309082
2024-11-01,11.265908241271973
2024-11-02,11.174641609191895
2024-11-03,10.764084815979004
2024-11-04,10.2481689453125
2024-11-05,10.842791557312012
2024-11-06,12.168525695800781
2024-11-07,12.606694221496582
2024-11-08,13.718581199645996
2024-11-09,13.762722969055176
2024-11-10,14.289252281188965
2024-11-11,14.895793914794922
2024-11-12,14.004612922668457
2024-11-13,13.475764274597168
2024-11-14,12.971002578735352
2024-11-15,13.84998893737793
2024-11-16,14.526206016540527
2024-11-17,13.778284072875977
2024-11-18,15.22088623046875
2024-11-19,14.646309852600098
2024-11-20,14.247101783752441
2024-11-21,14.908040046691895
2024-11-22,16.531856536865234
2024-11-23,17.38550567626953
2024-11-24,17.94485855102539
2024-11-25,17.387096405029297
2024-11-26,17.338844299316406
2024-11-27,18.696128845214844
2024-11-28,17.960947036743164
2024-11-29,18.2906436920166
2024-11-30,19.022661209106445
2024-12-01,18.889429092407227
2024-12-02,25.091211318969727
2024-12-03,24.2171630859375
2024-12-04,24.105140686035156
2024-12-05,23.40096664428711
2024-12-06,25.811050415039062
2024-12-07,24.800466537475586
2024-12-08,26.144575119018555
2024-12-09,22.34653663635254
2024-12-10,22.216991424560547
2024-12-11,24.093059539794922
2024-12-12,29.28685188293457
2024-12-13,29.024141311645508
2024-12-14,29.112491607666016
2024-12-15,29.2235107421875
2024-12-16,28.744182586669922
2024-12-17,27.823747634887695
2024-12-18,24.89114761352539
2024-12-19,22.892488479614258
2024-12-20,23.364501953125
2024-12-21,22.126737594604492
2024-12-22,22.04706573486328
2024-12-23,24.479013442993164
2024-12-24,25.439577102661133
2024-12-25,24.431169509887695
2024-12-26,22.65229034423828
2024-12-27,21.529094696044922
2024-12-28,21.966081619262695
2024-12-29,20.938785552978516
2024-12-30,20.583473205566406
2024-12-31,20.001365661621094
2025-01-01,21.67484474182129
2025-01-02,22.040437698364258
2025-01-03,23.39835548400879
2025-01-04,23.613359451293945
2025-01-05,23.63523292541504
2025-01-06,23.81981086730957
2025-01-07,21.39488410949707
2025-01-08,20.45516014099121
2025-01-09,19.645790100097656
2025-01-10,20.266521453857422
2025-01-11,20.192392349243164
2025-01-12,19.837339401245117
2025-01-13,19.361106872558594
2025-01-14,20.310087203979492
2025-01-15,22.114240646362305
2025-01-16,23.005603790283203
2025-01-17,25.112716674804688
2025-01-18,24.112377166748047
2025-01-19,24.2492733001709
2025-01-20,25.068965911865234
2025-01-21,26.594463348388672
2025-01-22,25.2911434173584
2025-01-23,25.655147552490234
2025-01-24,25.189668655395508
2025-01-25,24.92470932006836
2025-01-26,24.911712646484375
2025-01-27,24.14933967590332
2025-01-28,22.615997314453125
2025-01-29,23.62223243713379
2025-01-30,24.47380828857422
2025-01-31,25.148338317871094
2025-02-01,23.048158645629883
2025-02-02,20.42749786376953
2025-02-03,21.643274307250977
2025-02-04,20.0632381439209
2025-02-05,19.204370498657227
2025-02-06,18.59428596496582
2025-02-07,18.386972427368164
2025-02-08,18.464569091796875
2025-02-09,18.30515480041504
2025-02-10,18.766145706176758
2025-02-11,18.642301559448242
2025-02-12,19.180673599243164
2025-02-13,18.558940887451172
2025-02-14,19.41437530517578
2025-02-15,18.98305892944336
2025-02-16,18.70529556274414
2025-02-17,19.099895477294922
2025-02-18,17.83260726928711
2025-02-19,17.978578567504883
2025-02-20,18.298744201660156
2025-02-21,17.39421272277832
2025-02-22,17.76429557800293
2025-02-23,17.6387882232666
2025-02-24,15.247294425964355
2025-02-25,15.29446029663086
2025-02-26,15.207539558410645
2025-02-27,15.106882095336914
2025-02-28,14.81668758392334
2025-03-01,14.788805961608887
2025-03-02,17.41300392150879
2025-03-03,14.450200080871582
2025-03-04,14.875398635864258
2025-03-05,16.462270736694336
2025-03-06,17.070051193237305
2025-03-07,15.938858985900879
2025-03-08,15.251073837280273
2025-03-09,13.77341079711914
2025-03-10,12.69313907623291
2025-03-11,13.099883079528809
2025-03-12,13.482376098632812
2025-03-13,13.027454376220703
2025-03-14,13.679569244384766
2025-03-15,14.037820816040039
2025-03-16,13.371051788330078
2025-03-17,14.035404205322266
2025-03-18,13.92329216003418
2025-03-19,15.012786865234375
2025-03-20,14.215102195739746
2025-03-21,13.95905876159668
2025-03-22,14.22672176361084
2025-03-23,14.435689926147461
2025-03-24,15.089212417602539
2025-03-25,15.455079078674316
2025-03-26,15.259174346923828
2025-03-27,15.507801055908203
2025-03-28,14.244855880737305
2025-03-29,13.545989036560059
2025-03-30,13.387308120727539
2025-03-31,13.512476921081543
2025-04-01,14.042898178100586
2025-04-02,12.934548377990723
2025-04-03,12.879012107849121
2025-04-04,12.934565544128418
2025-04-05,12.846267700195312
2025-04-06,11.25341510772705
2025-04-07,11.451340675354004
2025-04-08,10.9085111618042
2025-04-09,12.657184600830078
2025-04-10,12.07532024383545
2025-04-11,12.661982536315918
2025-04-12,13.146659851074219
2025-04-13,12.6239013671875
2025-04-14,12.622772216796875
2025-04-15,12.235984802246094
2025-04-16,12.357337951660156
2025-04-17,12.517427444458008
2025-04-18,12.562503814697266
2025-04-19,12.937108039855957
2025-04-20,13.27574634552002
2025-04-21,13.106670379638672
2025-04-22,14.139148712158203
2025-04-23,15.005440711975098
2025-04-24,15.044060707092285
2025-04-25,14.929082870483398
2025-04-26,14.875073432922363
2025-04-27,14.588580131530762
2025-04-28,15.01733112335205
2025-04-29,14.613898277282715
2025-04-30,14.29294204711914
2025-05-01,14.75207805633545
2025-05-02,14.6611967086792
2025-05-03,14.260993003845215
2025-05-04,13.859743118286133
2025-05-05,13.646458625793457
2025-05-06,13.830133438110352
2025-05-07,13.819287300109863
2025-05-08,15.849824905395508
2025-05-09,16.011110305786133
2025-05-10,17.34076690673828
2025-05-11,17.063989639282227
2025-05-12,16.732389450073242
2025-05-13,17.432764053344727
2025-05-14,17.01301383972168
2025-05-15,16.003477096557617
2025-05-16,15.755204200744629
2025-05-17,15.320246696472168
2025-05-18,15.922525405883789
2025-05-19,15.799415588378906
2025-05-20,15.6917085647583
2025-05-21,16.12407684326172
2025-05-22,16.736061096191406
2025-05-23,15.521185874938965
2025-05-24,15.355583190917969
2025-05-25,15.526289939880371
2025-05-26,15.527997970581055
2025-05-27,15.918099403381348
2025-05-28,15.665416717529297
2025-05-29,15.040348052978516
2025-05-30,13.899076461791992
2025-05-31,13.976826667785645
2025-06-01,14.062182426452637
2025-06-02,14.092877388000488
2025-06-03,14.115714073181152
2025-06-04,13.850793838500977
2025-06-05,12.922351837158203
2025-06-06,13.581302642822266
2025-06-07,13.836443901062012
2025-06-08,13.717120170593262
2025-06-09,14.361599922180176
2025-06-10,15.427643775939941
2025-06-11,14.90967082977295
2025-06-12,14.025967597961426
2025-06-13,13.436464309692383
2025-06-14,13.166606903076172
2025-06-15,13.296910285949707
2025-06-16,13.574793815612793
2025-06-17,13.007805824279785
2025-06-18,13.103866577148438
2025-06-19,13.074892044067383
2025-06-20,12.51447582244873
2025-06-21,11.985239028930664
2025-06-22,11.652458190917969
2025-06-23,12.874313354492188
2025-06-24,13.408498764038086
2025-06-25,13.136893272399902
2025-06-26,12.929868698120117
2025-06-27,13.060314178466797
2025-06-28,13.39917278289795
2025-06-29,13.725419998168945
2025-06-30,13.38076400756836
2025-07-01,12.896029472351074
2025-07-02,13.559239387512207
2025-07-03,13.668498992919922
2025-07-04,13.169758796691895
2025-07-05,13.229538917541504
2025-07-06,13.494132041931152
2025-07-07,13.428613662719727
2025-07-08,13.96792984008789
2025-07-09,14.253814697265625
2025-07-10,15.239021301269531
2025-07-11,15.298432350158691
2025-07-12,15.09860897064209
2025-07-13,15.646004676818848
2025-07-14,15.777632713317871
2025-07-15,16.092302322387695
2025-07-16,16.674169540405273
2025-07-17,17.997987747192383
2025-07-18,17.843006134033203
2025-07-19,18.41661834716797
2025-07-20,19.30514907836914
2025-07-21,19.532302856445312
2025-07-22,19.663110733032227
2025-07-23,18.185083389282227
2025-07-24,17.907915115356445
2025-07-25,18.29102325439453
2025-07-26,18.406492233276367
2025-07-27,19.234554290771484
2025-07-28,18.037017822265625
2025-07-29,17.822280883789062
2025-07-30,17.715185165405273
2025-07-31,16.955446243286133
2025-08-01,16.101533889770508
2025-08-02,15.651691436767578
2025-08-03,16.299955368041992
2025-08-04,17.103120803833008
2025-08-05,16.38486671447754
2025-08-06,16.68630599975586
2025-08-07,18.46993637084961
2025-08-08,19.895051956176758
2025-08-09,21.93036460876465
2025-08-10,22.102489471435547
2025-08-11,21.119766235351562
2025-08-12,23.522558212280273
2025-08-13,24.000789642333984
2025-08-14,22.479764938354492
2025-08-15,21.75300407409668
2025-08-16,22.652238845825195
2025-08-17,25.688791275024414
2025-08-18,25.75943946838379
2025-08-19,23.518341064453125
2025-08-20,26.36775016784668
2025-08-21,24.78521728515625
2025-08-22,26.746482849121094
2025-08-23,26.278017044067383
2025-08-24,25.82159423828125
2025-08-25,23.395715713500977
2025-08-26,24.399843215942383
2025-08-27,23.757827758789062
2025-08-28,25.18048667907715
2025-08-29,23.433656692504883
2025-08-30,23.497806549072266
2025-08-31,23.22403335571289
2025-09-01,22.481395721435547
2025-09-02,23.480976104736328
2025-09-03,23.69241714477539
2025-09-04,22.3513240814209
2025-09-05,22.29143714904785
2025-09-06,22.205257415771484
2025-09-07,22.465261459350586
2025-09-08,23.050865173339844
2025-09-09,23.055517196655273
2025-09-10,23.55696678161621
2025-09-11,24.46678924560547
2025-09-12,25.13623046875
2025-09-13,24.877197265625
2025-09-14,24.1313533782959
2025-09-15,23.584924697875977
2025-09-16,23.494625091552734
2025-09-17,23.98741340637207
2025-09-18,24.6402530670166
2025-09-19,23.496610641479492
2025-09-20,23.34481430053711
2025-09-21,22.997249603271484
2025-09-22,21.66023063659668
2025-09-23,21.544639587402344
2025-09-24,21.620655059814453
2025-09-25,20.108457565307617
2025-09-26,20.427265167236328
