Date,XMR-USD
2024-03-31,128.2857666015625
2024-04-01,123.13543701171875
2024-04-02,122.1458740234375
2024-04-03,128.8217010498047
2024-04-04,131.64894104003906
2024-04-05,126.76004791259766
2024-04-06,131.86219787597656
2024-04-07,131.3164825439453
2024-04-08,136.7606658935547
2024-04-09,133.52101135253906
2024-04-10,133.58201599121094
2024-04-11,133.36915588378906
2024-04-12,122.99665069580078
2024-04-13,115.67832946777344
2024-04-14,121.53353118896484
2024-04-15,123.28845977783203
2024-04-16,121.8382568359375
2024-04-17,117.14753723144531
2024-04-18,116.42863464355469
2024-04-19,117.04859924316406
2024-04-20,122.16692352294922
2024-04-21,118.64810943603516
2024-04-22,121.12319946289062
2024-04-23,121.45235443115234
2024-04-24,118.83867645263672
2024-04-25,119.98615264892578
2024-04-26,120.3429183959961
2024-04-27,122.7739028930664
2024-04-28,126.5915756225586
2024-04-29,128.84751892089844
2024-04-30,119.37248229980469
2024-05-01,123.54643249511719
2024-05-02,123.16777801513672
2024-05-03,124.98278045654297
2024-05-04,123.33226013183594
2024-05-05,134.41847229003906
2024-05-06,130.51153564453125
2024-05-07,127.57388305664062
2024-05-08,131.73092651367188
2024-05-09,132.4220733642578
2024-05-10,132.69146728515625
2024-05-11,131.78756713867188
2024-05-12,133.18690490722656
2024-05-13,135.58448791503906
2024-05-14,131.93350219726562
2024-05-15,134.74188232421875
2024-05-16,133.9037628173828
2024-05-17,134.9835662841797
2024-05-18,136.1658172607422
2024-05-19,134.49465942382812
2024-05-20,135.05528259277344
2024-05-21,136.26803588867188
2024-05-22,138.50794982910156
2024-05-23,138.64498901367188
2024-05-24,141.010986328125
2024-05-25,141.29811096191406
2024-05-26,142.33709716796875
2024-05-27,141.46234130859375
2024-05-28,141.3753662109375
2024-05-29,139.94363403320312
2024-05-30,146.16970825195312
2024-05-31,148.3927001953125
2024-06-01,148.78402709960938
2024-06-02,152.6875457763672
2024-06-03,154.95762634277344
2024-06-04,159.95281982421875
2024-06-05,163.1555938720703
2024-06-06,165.2578125
2024-06-07,154.15191650390625
2024-06-08,169.46412658691406
2024-06-09,173.8992462158203
2024-06-10,178.46685791015625
2024-06-11,174.5311737060547
2024-06-12,180.76661682128906
2024-06-13,171.88819885253906
2024-06-14,170.57330322265625
2024-06-15,177.46144104003906
2024-06-16,177.2930145263672
2024-06-17,174.18612670898438
2024-06-18,169.79335021972656
2024-06-19,168.2119598388672
2024-06-20,169.87167358398438
2024-06-21,160.20492553710938
2024-06-22,166.76055908203125
2024-06-23,164.17977905273438
2024-06-24,159.0218048095703
2024-06-25,162.6586456298828
2024-06-26,164.53179931640625
2024-06-27,165.79010009765625
2024-06-28,167.6156005859375
2024-06-29,165.09144592285156
2024-06-30,167.92013549804688
2024-07-01,168.26429748535156
2024-07-02,168.463134765625
2024-07-03,165.6074676513672
2024-07-04,155.9528045654297
2024-07-05,155.1933135986328
2024-07-06,158.4129180908203
2024-07-07,149.10812377929688
2024-07-08,154.3855438232422
2024-07-09,155.27554321289062
2024-07-10,155.85874938964844
2024-07-11,158.61219787597656
2024-07-12,159.61009216308594
2024-07-13,157.29827880859375
2024-07-14,159.6997528076172
2024-07-15,158.51119995117188
2024-07-16,161.9077911376953
2024-07-17,160.38621520996094
2024-07-18,160.9556427001953
2024-07-19,161.30616760253906
2024-07-20,163.4208221435547
2024-07-21,164.6875762939453
2024-07-22,161.16915893554688
2024-07-23,160.9258270263672
2024-07-24,160.23867797851562
2024-07-25,162.853759765625
2024-07-26,161.6148223876953
2024-07-27,162.51947021484375
2024-07-28,164.43466186523438
2024-07-29,161.2726287841797
2024-07-30,157.9242401123047
2024-07-31,157.669189453125
2024-08-01,156.53639221191406
2024-08-02,158.05615234375
2024-08-03,149.44985961914062
2024-08-04,150.46397399902344
2024-08-05,145.7314910888672
2024-08-06,147.79229736328125
2024-08-07,145.9297332763672
2024-08-08,158.22732543945312
2024-08-09,153.0803985595703
2024-08-10,150.5012664794922
2024-08-11,149.0154266357422
2024-08-12,150.57899475097656
2024-08-13,147.6166534423828
2024-08-14,151.3621368408203
2024-08-15,149.39785766601562
2024-08-16,148.77847290039062
2024-08-17,150.17605590820312
2024-08-18,151.23391723632812
2024-08-19,155.13551330566406
2024-08-20,159.4385528564453
2024-08-21,161.63418579101562
2024-08-22,168.68121337890625
2024-08-23,173.22744750976562
2024-08-24,169.75228881835938
2024-08-25,166.53488159179688
2024-08-26,166.83993530273438
2024-08-27,155.56956481933594
2024-08-28,157.97084045410156
2024-08-29,161.86717224121094
2024-08-30,168.47218322753906
2024-08-31,168.86375427246094
2024-09-01,169.71270751953125
2024-09-02,170.59906005859375
2024-09-03,172.96429443359375
2024-09-04,170.93890380859375
2024-09-05,172.56619262695312
2024-09-06,165.2270050048828
2024-09-07,167.53561401367188
2024-09-08,171.95692443847656
2024-09-09,170.70333862304688
2024-09-10,167.7455596923828
2024-09-11,173.36837768554688
2024-09-12,172.17433166503906
2024-09-13,170.43173217773438
2024-09-14,169.6373291015625
2024-09-15,170.25546264648438
2024-09-16,170.46690368652344
2024-09-17,172.60342407226562
2024-09-18,171.2867431640625
2024-09-19,175.18162536621094
2024-09-20,175.3290252685547
2024-09-21,177.18357849121094
2024-09-22,176.7974853515625
2024-09-23,171.76234436035156
2024-09-24,169.3448944091797
2024-09-25,165.4745330810547
2024-09-26,163.93861389160156
2024-09-27,164.15956115722656
2024-09-28,158.61697387695312
2024-09-29,152.91757202148438
2024-09-30,154.3721923828125
2024-10-01,144.67251586914062
2024-10-02,136.62661743164062
2024-10-03,144.1837921142578
2024-10-04,148.79136657714844
2024-10-05,153.16281127929688
2024-10-06,147.6326141357422
2024-10-07,144.61253356933594
2024-10-08,149.3815460205078
2024-10-09,147.3788299560547
2024-10-10,153.40374755859375
2024-10-11,151.91334533691406
2024-10-12,150.45162963867188
2024-10-13,148.56869506835938
2024-10-14,156.8088836669922
2024-10-15,153.16647338867188
2024-10-16,155.6388397216797
2024-10-17,157.62738037109375
2024-10-18,159.9859161376953
2024-10-19,160.51458740234375
2024-10-20,163.2498016357422
2024-10-21,155.00930786132812
2024-10-22,156.94712829589844
2024-10-23,156.2017822265625
2024-10-24,157.18423461914062
2024-10-25,157.4223175048828
2024-10-26,160.11941528320312
2024-10-27,162.90989685058594
2024-10-28,163.06077575683594
2024-10-29,162.41293334960938
2024-10-30,162.03822326660156
2024-10-31,155.6787567138672
2024-11-01,156.46026611328125
2024-11-02,154.14801025390625
2024-11-03,156.91033935546875
2024-11-04,158.29379272460938
2024-11-05,157.9130401611328
2024-11-06,161.09652709960938
2024-11-07,163.15155029296875
2024-11-08,165.55654907226562
2024-11-09,163.6440887451172
2024-11-10,162.097900390625
2024-11-11,157.44683837890625
2024-11-12,150.97103881835938
2024-11-13,150.65032958984375
2024-11-14,146.94357299804688
2024-11-15,141.7795867919922
2024-11-16,150.70343017578125
2024-11-17,156.45103454589844
2024-11-18,156.20716857910156
2024-11-19,162.12940979003906
2024-11-20,160.218994140625
2024-11-21,160.7032928466797
2024-11-22,162.35333251953125
2024-11-23,161.39523315429688
2024-11-24,161.95704650878906
2024-11-25,156.30674743652344
2024-11-26,161.2427215576172
2024-11-27,156.1065673828125
2024-11-28,159.26763916015625
2024-11-29,159.37835693359375
2024-11-30,162.32009887695312
2024-12-01,163.19873046875
2024-12-02,173.86380004882812
2024-12-03,202.2680206298828
2024-12-04,197.0666046142578
2024-12-05,192.5949249267578
2024-12-06,198.9400177001953
2024-12-07,200.75865173339844
2024-12-08,222.5482177734375
2024-12-09,176.2256622314453
2024-12-10,179.44090270996094
2024-12-11,199.36080932617188
2024-12-12,200.2648162841797
2024-12-13,207.05824279785156
2024-12-14,210.24078369140625
2024-12-15,222.3091278076172
2024-12-16,212.0691375732422
2024-12-17,212.9174346923828
2024-12-18,212.56350708007812
2024-12-19,193.61148071289062
2024-12-20,196.52244567871094
2024-12-21,183.81216430664062
2024-12-22,189.7898406982422
2024-12-23,190.8524169921875
2024-12-24,190.18836975097656
2024-12-25,190.77317810058594
2024-12-26,188.94656372070312
2024-12-27,192.68519592285156
2024-12-28,196.92022705078125
2024-12-29,192.60665893554688
2024-12-30,190.66603088378906
2024-12-31,193.3992919921875
2025-01-01,195.40408325195312
2025-01-02,197.0655059814453
2025-01-03,200.87167358398438
2025-01-04,194.4477081298828
2025-01-05,196.70982360839844
2025-01-06,203.77764892578125
2025-01-07,194.04330444335938
2025-01-08,201.0728302001953
2025-01-09,190.716796875
2025-01-10,199.28533935546875
2025-01-11,198.29891967773438
2025-01-12,199.9111328125
2025-01-13,202.5175018310547
2025-01-14,205.61207580566406
2025-01-15,208.29078674316406
2025-01-16,221.90109252929688
2025-01-17,230.6875457763672
2025-01-18,217.55557250976562
2025-01-19,203.90447998046875
2025-01-20,207.62088012695312
2025-01-21,214.5621337890625
2025-01-22,222.83236694335938
2025-01-23,221.48118591308594
2025-01-24,220.65432739257812
2025-01-25,221.17039489746094
2025-01-26,218.83660888671875
2025-01-27,213.98007202148438
2025-01-28,218.08935546875
2025-01-29,221.92568969726562
2025-01-30,232.67633056640625
2025-01-31,238.5856170654297
2025-02-01,234.2761688232422
2025-02-02,221.23451232910156
2025-02-03,225.92750549316406
2025-02-04,220.14273071289062
2025-02-05,227.0655059814453
2025-02-06,222.45542907714844
2025-02-07,205.2122802734375
2025-02-08,213.93927001953125
2025-02-09,220.1154022216797
2025-02-10,221.55157470703125
2025-02-11,222.6641845703125
2025-02-12,227.0548858642578
2025-02-13,224.56028747558594
2025-02-14,229.3457489013672
2025-02-15,230.34503173828125
2025-02-16,229.68365478515625
2025-02-17,238.58773803710938
2025-02-18,237.16029357910156
2025-02-19,239.19525146484375
2025-02-20,229.15142822265625
2025-02-21,233.37130737304688
2025-02-22,234.75831604003906
2025-02-23,236.32699584960938
2025-02-24,226.8140106201172
2025-02-25,216.15155029296875
2025-02-26,213.7509307861328
2025-02-27,208.95606994628906
2025-02-28,217.18560791015625
2025-03-01,223.41049194335938
2025-03-02,229.6267852783203
2025-03-03,218.53369140625
2025-03-04,224.1647186279297
2025-03-05,227.27108764648438
2025-03-06,228.5129852294922
2025-03-07,216.80743408203125
2025-03-08,220.49159240722656
2025-03-09,211.4170684814453
2025-03-10,201.29795837402344
2025-03-11,212.1279296875
2025-03-12,208.6212158203125
2025-03-13,206.93666076660156
2025-03-14,209.989013671875
2025-03-15,213.21177673339844
2025-03-16,209.0993194580078
2025-03-17,212.54742431640625
2025-03-18,208.84197998046875
2025-03-19,207.2476043701172
2025-03-20,210.42564392089844
2025-03-21,212.79226684570312
2025-03-22,214.39222717285156
2025-03-23,216.57899475097656
2025-03-24,219.055908203125
2025-03-25,219.77427673339844
2025-03-26,222.760498046875
2025-03-27,225.03196716308594
2025-03-28,217.61790466308594
2025-03-29,215.4574432373047
2025-03-30,217.88697814941406
2025-03-31,214.86865234375
2025-04-01,216.84521484375
2025-04-02,214.7037353515625
2025-04-03,215.00595092773438
2025-04-04,215.29261779785156
2025-04-05,213.23768615722656
2025-04-06,198.9579620361328
2025-04-07,203.68838500976562
2025-04-08,194.61737060546875
2025-04-09,202.99644470214844
2025-04-10,200.86399841308594
2025-04-11,206.64247131347656
2025-04-12,207.3236846923828
2025-04-13,203.20022583007812
2025-04-14,214.90431213378906
2025-04-15,215.50167846679688
2025-04-16,218.64402770996094
2025-04-17,216.7085723876953
2025-04-18,215.92250061035156
2025-04-19,215.61203002929688
2025-04-20,214.35748291015625
2025-04-21,215.60830688476562
2025-04-22,226.88441467285156
2025-04-23,230.1824493408203
2025-04-24,227.89390563964844
2025-04-25,227.597900390625
2025-04-26,230.37977600097656
2025-04-27,233.90005493164062
2025-04-28,258.77276611328125
2025-04-29,270.0626220703125
2025-04-30,278.4814758300781
2025-05-01,270.8959655761719
2025-05-02,282.5707702636719
2025-05-03,278.1207275390625
2025-05-04,280.2715148925781
2025-05-05,277.7581481933594
2025-05-06,287.458740234375
2025-05-07,283.28997802734375
2025-05-08,298.1015930175781
2025-05-09,316.0386657714844
2025-05-10,326.0809020996094
2025-05-11,331.95758056640625
2025-05-12,337.0721435546875
2025-05-13,341.8559265136719
2025-05-14,340.201904296875
2025-05-15,335.2872314453125
2025-05-16,333.8539123535156
2025-05-17,336.4286804199219
2025-05-18,337.5039978027344
2025-05-19,342.9606628417969
2025-05-20,352.06494140625
2025-05-21,397.8631896972656
2025-05-22,386.1973571777344
2025-05-23,391.5948181152344
2025-05-24,403.90924072265625
2025-05-25,417.71588134765625
2025-05-26,402.3692626953125
2025-05-27,371.484375
2025-05-28,347.323486328125
2025-05-29,338.59051513671875
2025-05-30,325.2522277832031
2025-05-31,324.1829833984375
2025-06-01,348.7095947265625
2025-06-02,358.12652587890625
2025-06-03,344.4908752441406
2025-06-04,314.2825012207031
2025-06-05,317.5608215332031
2025-06-06,322.69476318359375
2025-06-07,327.98175048828125
2025-06-08,327.90277099609375
2025-06-09,333.8913879394531
2025-06-10,338.2801208496094
2025-06-11,330.0960998535156
2025-06-12,318.5281066894531
2025-06-13,311.53338623046875
2025-06-14,312.76275634765625
2025-06-15,314.98358154296875
2025-06-16,322.58282470703125
2025-06-17,319.9098205566406
2025-06-18,315.7452087402344
2025-06-19,310.3758544921875
2025-06-20,310.4549560546875
2025-06-21,308.3919677734375
2025-06-22,298.10028076171875
2025-06-23,312.16552734375
2025-06-24,314.06939697265625
2025-06-25,311.6749572753906
2025-06-26,311.9185791015625
2025-06-27,307.7776794433594
2025-06-28,310.6533508300781
2025-06-29,313.69854736328125
2025-06-30,325.0554504394531
2025-07-01,311.5330810546875
2025-07-02,321.546142578125
2025-07-03,320.26690673828125
2025-07-04,313.30438232421875
2025-07-05,316.3628845214844
2025-07-06,319.38385009765625
2025-07-07,315.7826232910156
2025-07-08,316.8415222167969
2025-07-09,326.1797180175781
2025-07-10,325.7476501464844
2025-07-11,329.8846740722656
2025-07-12,332.2317810058594
2025-07-13,336.2216796875
2025-07-14,344.3134765625
2025-07-15,333.9223937988281
2025-07-16,331.4091491699219
2025-07-17,337.5318298339844
2025-07-18,321.10772705078125
2025-07-19,323.0013122558594
2025-07-20,325.4388427734375
2025-07-21,319.9029846191406
2025-07-22,324.9308776855469
2025-07-23,313.92694091796875
2025-07-24,326.08343505859375
2025-07-25,322.1065673828125
2025-07-26,321.2524108886719
2025-07-27,325.29327392578125
2025-07-28,315.1530456542969
2025-07-29,314.1666259765625
2025-07-30,308.4453430175781
2025-07-31,306.2870178222656
2025-08-01,297.2356262207031
2025-08-02,294.8496398925781
2025-08-03,303.44281005859375
2025-08-04,305.9958190917969
2025-08-05,291.8778991699219
2025-08-06,285.4064636230469
2025-08-07,266.6182861328125
2025-08-08,273.4797668457031
2025-08-09,274.0390319824219
2025-08-10,268.4224548339844
2025-08-11,267.5634460449219
2025-08-12,252.9287567138672
2025-08-13,251.23382568359375
2025-08-14,242.990478515625
2025-08-15,235.76499938964844
2025-08-16,252.40185546875
2025-08-17,269.24383544921875
2025-08-18,280.6847839355469
2025-08-19,260.9593200683594
2025-08-20,259.23876953125
2025-08-21,259.7129821777344
2025-08-22,272.56591796875
2025-08-23,266.1705017089844
2025-08-24,275.9156494140625
2025-08-25,265.837646484375
2025-08-26,279.0231018066406
2025-08-27,274.18896484375
2025-08-28,266.5995178222656
2025-08-29,262.5857849121094
2025-08-30,258.7640686035156
2025-08-31,261.984375
2025-09-01,259.9289855957031
2025-09-02,270.17706298828125
2025-09-03,270.7380065917969
2025-09-04,269.8475341796875
2025-09-05,269.417724609375
2025-09-06,268.38360595703125
2025-09-07,271.7969970703125
2025-09-08,266.6352233886719
2025-09-09,266.6134948730469
2025-09-10,268.8338928222656
2025-09-11,270.3343811035156
2025-09-12,283.91912841796875
2025-09-13,286.05792236328125
2025-09-14,306.0403137207031
2025-09-15,305.79498291015625
2025-09-16,319.7472229003906
2025-09-17,301.37451171875
2025-09-18,299.0534973144531
2025-09-19,294.0743713378906
2025-09-20,299.0162658691406
2025-09-21,292.4175720214844
2025-09-22,289.2904968261719
2025-09-23,291.2231140136719
2025-09-24,292.9417724609375
2025-09-25,288.3928527832031
2025-09-26,292.47357177734375
