Date,TON11419-USD
2024-04-18,6.5093560218811035
2024-04-19,6.076554775238037
2024-04-20,6.217227935791016
2024-04-21,6.144001007080078
2024-04-22,5.934421062469482
2024-04-23,5.703766822814941
2024-04-24,5.553566932678223
2024-04-25,5.40975284576416
2024-04-26,5.3220438957214355
2024-04-27,5.399431228637695
2024-04-28,5.422956943511963
2024-04-29,5.308128833770752
2024-04-30,5.158105850219727
2024-05-01,4.8858418464660645
2024-05-02,5.138682842254639
2024-05-03,5.693695068359375
2024-05-04,5.754094123840332
2024-05-05,5.96605920791626
2024-05-06,5.7815961837768555
2024-05-07,5.676781177520752
2024-05-08,5.763051986694336
2024-05-09,6.399046897888184
2024-05-10,6.7735371589660645
2024-05-11,6.886178016662598
2024-05-12,6.951006889343262
2024-05-13,7.021132946014404
2024-05-14,6.847754001617432
2024-05-15,6.994947910308838
2024-05-16,6.771337985992432
2024-05-17,6.619797229766846
2024-05-18,6.396705150604248
2024-05-19,6.261435031890869
2024-05-20,6.556013107299805
2024-05-21,6.321794033050537
2024-05-22,6.531949996948242
2024-05-23,6.2031168937683105
2024-05-24,6.3922600746154785
2024-05-25,6.377437114715576
2024-05-26,6.308554172515869
2024-05-27,6.392195224761963
2024-05-28,6.46333122253418
2024-05-29,6.492426872253418
2024-05-30,6.477731227874756
2024-05-31,6.337574005126953
2024-06-01,6.286479949951172
2024-06-02,6.818297863006592
2024-06-03,6.8143792152404785
2024-06-04,7.3117241859436035
2024-06-05,7.196506023406982
2024-06-06,7.535858154296875
2024-06-07,7.212679862976074
2024-06-08,7.032557010650635
2024-06-09,7.111292839050293
2024-06-10,7.221634864807129
2024-06-11,6.939348220825195
2024-06-12,7.466599941253662
2024-06-13,7.755602836608887
2024-06-14,8.177352905273438
2024-06-15,7.910915851593018
2024-06-16,7.944208145141602
2024-06-17,7.6962738037109375
2024-06-18,7.134716033935547
2024-06-19,6.948575019836426
2024-06-20,7.1500349044799805
2024-06-21,7.110071182250977
2024-06-22,7.337308883666992
2024-06-23,7.512753963470459
2024-06-24,7.485249996185303
2024-06-25,7.489404201507568
2024-06-26,7.638155937194824
2024-06-27,7.7780351638793945
2024-06-28,7.485001087188721
2024-06-29,7.599696159362793
2024-06-30,7.636116981506348
2024-07-01,7.738614082336426
2024-07-02,8.081932067871094
2024-07-03,7.884183883666992
2024-07-04,7.145671844482422
2024-07-05,7.2231011390686035
2024-07-06,7.607420921325684
2024-07-07,7.0731048583984375
2024-07-08,7.117735862731934
2024-07-09,7.303134918212891
2024-07-10,7.259851932525635
2024-07-11,7.313138961791992
2024-07-12,7.332427978515625
2024-07-13,7.279862880706787
2024-07-14,7.432859897613525
2024-07-15,7.628750801086426
2024-07-16,7.275972843170166
2024-07-17,7.114515781402588
2024-07-18,7.253416061401367
2024-07-19,7.30167818069458
2024-07-20,7.2724480628967285
2024-07-21,7.167480945587158
2024-07-22,6.976692199707031
2024-07-23,6.862778186798096
2024-07-24,6.8552632331848145
2024-07-25,6.612884998321533
2024-07-26,6.718739032745361
2024-07-27,6.6491289138793945
2024-07-28,6.61881685256958
2024-07-29,6.632049083709717
2024-07-30,6.733029842376709
2024-07-31,6.760931015014648
2024-08-01,6.740725040435791
2024-08-02,6.185431003570557
2024-08-03,5.962784767150879
2024-08-04,6.021151065826416
2024-08-05,5.295702934265137
2024-08-06,5.770187854766846
2024-08-07,5.440051078796387
2024-08-08,6.230607032775879
2024-08-09,6.607494831085205
2024-08-10,6.6805877685546875
2024-08-11,6.207942962646484
2024-08-12,6.269207000732422
2024-08-13,6.472332954406738
2024-08-14,6.9088921546936035
2024-08-15,6.616733074188232
2024-08-16,6.545817852020264
2024-08-17,6.440838813781738
2024-08-18,6.909203052520752
2024-08-19,6.816068172454834
2024-08-20,6.711419105529785
2024-08-21,6.50306510925293
2024-08-22,6.503322124481201
2024-08-23,6.717841148376465
2024-08-24,5.915122985839844
2024-08-25,5.786217212677002
2024-08-26,5.115549087524414
2024-08-27,5.453750133514404
2024-08-28,5.523499011993408
2024-08-29,5.45264196395874
2024-08-30,5.374205112457275
2024-08-31,5.421769142150879
2024-09-01,5.188187122344971
2024-09-02,5.217682838439941
2024-09-03,4.8933820724487305
2024-09-04,4.623353958129883
2024-09-05,4.808022975921631
2024-09-06,4.651219844818115
2024-09-07,4.666956901550293
2024-09-08,4.8977370262146
2024-09-09,5.217030048370361
2024-09-10,5.544713973999023
2024-09-11,5.389104843139648
2024-09-12,5.5862717628479
2024-09-13,5.807606220245361
2024-09-14,5.679092884063721
2024-09-15,5.560542106628418
2024-09-16,5.482947826385498
2024-09-17,5.521687030792236
2024-09-18,5.633037090301514
2024-09-19,5.683420181274414
2024-09-20,5.580862998962402
2024-09-21,5.674170017242432
2024-09-22,5.627950191497803
2024-09-23,5.640501022338867
2024-09-24,5.61737585067749
2024-09-25,5.731389045715332
2024-09-26,5.791182994842529
2024-09-27,5.986011981964111
2024-09-28,5.891312122344971
2024-09-29,5.849178791046143
2024-09-30,5.716042995452881
2024-10-01,5.379319190979004
2024-10-02,5.297545909881592
2024-10-03,5.3299970626831055
2024-10-04,5.4018778800964355
2024-10-05,5.232656002044678
2024-10-06,5.311295032501221
2024-10-07,5.202454090118408
2024-10-08,5.197074890136719
2024-10-09,5.065079212188721
2024-10-10,5.129787921905518
2024-10-11,5.209496021270752
2024-10-12,5.2438812255859375
2024-10-13,5.1882710456848145
2024-10-14,5.31931209564209
2024-10-15,5.2197489738464355
2024-10-16,5.2272629737854
2024-10-17,5.176008224487305
2024-10-18,5.249269962310791
2024-10-19,5.267914772033691
2024-10-20,5.341104030609131
2024-10-21,5.195440769195557
2024-10-22,5.217907905578613
2024-10-23,5.1185150146484375
2024-10-24,5.120161056518555
2024-10-25,4.7689337730407715
2024-10-26,4.920238971710205
2024-10-27,4.979740142822266
2024-10-28,5.013052940368652
2024-10-29,5.016650199890137
2024-10-30,4.988763809204102
2024-10-31,4.840088844299316
2024-11-01,4.893972873687744
2024-11-02,4.870028972625732
2024-11-03,4.822049140930176
2024-11-04,4.697054862976074
2024-11-05,4.67577600479126
2024-11-06,4.808381080627441
2024-11-07,4.898087978363037
2024-11-08,4.929407119750977
2024-11-09,5.246652126312256
2024-11-10,5.280305862426758
2024-11-11,5.500155925750732
2024-11-12,5.482510089874268
2024-11-13,5.26442289352417
2024-11-14,5.2353339195251465
2024-11-15,5.398889064788818
2024-11-16,5.647059917449951
2024-11-17,5.379650115966797
2024-11-18,5.574151992797852
2024-11-19,5.4543561935424805
2024-11-20,5.289453983306885
2024-11-21,5.513010025024414
2024-11-22,5.448276996612549
2024-11-23,6.311885833740234
2024-11-24,6.1451897621154785
2024-11-25,6.088575839996338
2024-11-26,6.142168998718262
2024-11-27,6.38447380065918
2024-11-28,6.439205169677734
2024-11-29,6.455348014831543
2024-11-30,6.828771114349365
2024-12-01,6.859982013702393
2024-12-02,6.569180965423584
2024-12-03,6.775384902954102
2024-12-04,6.894521236419678
2024-12-05,6.803852081298828
2024-12-06,6.809403896331787
2024-12-07,6.809882164001465
2024-12-08,6.775525093078613
2024-12-09,5.79444694519043
2024-12-10,5.945483207702637
2024-12-11,6.34828519821167
2024-12-12,6.343732833862305
2024-12-13,6.278275012969971
2024-12-14,6.2445068359375
2024-12-15,6.393869876861572
2024-12-16,6.062139987945557
2024-12-17,5.811041831970215
2024-12-18,5.444293975830078
2024-12-19,5.204494953155518
2024-12-20,5.448608875274658
2024-12-21,5.30400276184082
2024-12-22,5.381072998046875
2024-12-23,5.587271213531494
2024-12-24,5.791244029998779
2024-12-25,5.938918113708496
2024-12-26,5.746761798858643
2024-12-27,5.72309684753418
2024-12-28,5.799644947052002
2024-12-29,5.627780914306641
2024-12-30,5.576026916503906
2024-12-31,5.48998498916626
2025-01-01,5.502124786376953
2025-01-02,5.63847017288208
2025-01-03,5.79089879989624
2025-01-04,5.72622013092041
2025-01-05,5.725685119628906
2025-01-06,5.71052885055542
2025-01-07,5.317665100097656
2025-01-08,5.308858871459961
2025-01-09,5.1995720863342285
2025-01-10,5.38058614730835
2025-01-11,5.3976240158081055
2025-01-12,5.302678108215332
2025-01-13,5.293434143066406
2025-01-14,5.35910701751709
2025-01-15,5.5190582275390625
2025-01-16,5.476134777069092
2025-01-17,5.588894844055176
2025-01-18,5.286500930786133
2025-01-19,4.8533220291137695
2025-01-20,5.026426792144775
2025-01-21,5.1969218254089355
2025-01-22,5.287744045257568
2025-01-23,5.128888130187988
2025-01-24,5.060594081878662
2025-01-25,5.0767951011657715
2025-01-26,4.937158107757568
2025-01-27,5.010165214538574
2025-01-28,4.790289878845215
2025-01-29,4.824810981750488
2025-01-30,4.821636199951172
2025-01-31,4.825504779815674
2025-02-01,4.614688873291016
2025-02-02,4.046318054199219
2025-02-03,4.081182956695557
2025-02-04,3.793083906173706
2025-02-05,3.7809131145477295
2025-02-06,3.7384939193725586
2025-02-07,3.7151660919189453
2025-02-08,3.742913007736206
2025-02-09,3.82179594039917
2025-02-10,3.815962076187134
2025-02-11,3.7456820011138916
2025-02-12,3.8275609016418457
2025-02-13,3.71207594871521
2025-02-14,3.8482890129089355
2025-02-15,3.7947700023651123
2025-02-16,3.7774879932403564
2025-02-17,3.7601709365844727
2025-02-18,3.6647510528564453
2025-02-19,3.5427908897399902
2025-02-20,3.605386972427368
2025-02-21,3.5608749389648438
2025-02-22,3.742216110229492
2025-02-23,3.766555070877075
2025-02-24,3.4125399589538574
2025-02-25,3.548229932785034
2025-02-26,3.49224591255188
2025-02-27,3.415895938873291
2025-02-28,3.3278849124908447
2025-03-01,3.3242459297180176
2025-03-02,3.5094990730285645
2025-03-03,3.0641260147094727
2025-03-04,3.1201999187469482
2025-03-05,3.0323879718780518
2025-03-06,3.0397300720214844
2025-03-07,2.985650062561035
2025-03-08,2.953490972518921
2025-03-09,2.647233009338379
2025-03-10,2.5285871028900146
2025-03-11,2.637831926345825
2025-03-12,2.742500066757202
2025-03-13,2.763927936553955
2025-03-14,2.9210329055786133
2025-03-15,3.592597007751465
2025-03-16,3.446331024169922
2025-03-17,3.4547879695892334
2025-03-18,3.561460018157959
2025-03-19,3.6585988998413086
2025-03-20,3.6988348960876465
2025-03-21,3.5820629596710205
2025-03-22,3.6704039573669434
2025-03-23,3.679749011993408
2025-03-24,3.6617350578308105
2025-03-25,3.5976779460906982
2025-03-26,3.6968469619750977
2025-03-27,4.0359392166137695
2025-03-28,3.792680025100708
2025-03-29,3.698873996734619
2025-03-30,3.8975141048431396
2025-03-31,4.109617233276367
2025-04-01,4.055872917175293
2025-04-02,3.8378899097442627
2025-04-03,3.5880990028381348
2025-04-04,3.4139420986175537
2025-04-05,3.258941888809204
2025-04-06,2.9116880893707275
2025-04-07,3.1061899662017822
2025-04-08,2.9835689067840576
2025-04-09,3.157809019088745
2025-04-10,2.9131131172180176
2025-04-11,2.92679500579834
2025-04-12,2.982745885848999
2025-04-13,2.82041597366333
2025-04-14,2.881824016571045
2025-04-15,2.854111909866333
2025-04-16,2.8883469104766846
2025-04-17,2.941425085067749
2025-04-18,2.9950110912323
2025-04-19,2.969773054122925
2025-04-20,2.9972269535064697
2025-04-21,2.8952999114990234
2025-04-22,3.085330009460449
2025-04-23,3.1742279529571533
2025-04-24,3.193337917327881
2025-04-25,3.198668956756592
2025-04-26,3.345710039138794
2025-04-27,3.2743079662323
2025-04-28,3.275377035140991
2025-04-29,3.191335916519165
2025-04-30,3.1639809608459473
2025-05-01,3.2077319622039795
2025-05-02,3.1709868907928467
2025-05-03,3.087675094604492
2025-05-04,3.020771026611328
2025-05-05,2.9631309509277344
2025-05-06,3.0144619941711426
2025-05-07,3.015191078186035
2025-05-08,3.2091739177703857
2025-05-09,3.2847800254821777
2025-05-10,3.5077900886535645
2025-05-11,3.4109859466552734
2025-05-12,3.356112003326416
2025-05-13,3.4017820358276367
2025-05-14,3.2481799125671387
2025-05-15,3.0661020278930664
2025-05-16,3.101388931274414
2025-05-17,3.0762369632720947
2025-05-18,3.13413405418396
2025-05-19,3.0299999713897705
2025-05-20,3.084942102432251
2025-05-21,3.0950748920440674
2025-05-22,3.1732358932495117
2025-05-23,2.974879026412964
2025-05-24,3.033005952835083
2025-05-25,2.994266986846924
2025-05-26,2.969043016433716
2025-05-27,3.010174036026001
2025-05-28,3.3261959552764893
2025-05-29,3.3801610469818115
2025-05-30,3.098081111907959
2025-05-31,3.153032064437866
2025-06-01,3.189997911453247
2025-06-02,3.2142651081085205
2025-06-03,3.1834769248962402
2025-06-04,3.167567014694214
2025-06-05,3.0415070056915283
2025-06-06,3.1529910564422607
2025-06-07,3.1822879314422607
2025-06-08,3.1705000400543213
2025-06-09,3.3087949752807617
2025-06-10,3.3468129634857178
2025-06-11,3.2397799491882324
2025-06-12,3.0946130752563477
2025-06-13,3.02606201171875
2025-06-14,2.9552669525146484
2025-06-15,2.9752581119537354
2025-06-16,2.9685699939727783
2025-06-17,2.9618239402770996
2025-06-18,2.9469079971313477
2025-06-19,2.9683780670166016
2025-06-20,2.937237024307251
2025-06-21,2.849091053009033
2025-06-22,2.732089042663574
2025-06-23,2.9112539291381836
2025-06-24,2.9028759002685547
2025-06-25,2.8341190814971924
2025-06-26,2.8140199184417725
2025-06-27,2.8519461154937744
2025-06-28,2.8533549308776855
2025-06-29,2.9138240814208984
2025-06-30,2.9114089012145996
2025-07-01,2.788490056991577
2025-07-02,2.8647449016571045
2025-07-03,2.8504021167755127
2025-07-04,2.743889093399048
2025-07-05,2.747062921524048
2025-07-06,2.8374218940734863
2025-07-07,2.7377541065216064
2025-07-08,2.802170991897583
2025-07-09,2.838346004486084
2025-07-10,2.941878080368042
2025-07-11,2.9606759548187256
2025-07-12,3.001107931137085
2025-07-13,2.970984935760498
2025-07-14,3.024535894393921
2025-07-15,3.093803882598877
2025-07-16,3.1603989601135254
2025-07-17,3.197158098220825
2025-07-18,3.196584939956665
2025-07-19,3.2005228996276855
2025-07-20,3.2763099670410156
2025-07-21,3.328279972076416
2025-07-22,3.3418729305267334
2025-07-23,3.197535991668701
2025-07-24,3.1204209327697754
2025-07-25,3.1944429874420166
2025-07-26,3.2984139919281006
2025-07-27,3.374880075454712
2025-07-28,3.1963589191436768
2025-07-29,3.3717870712280273
2025-07-30,3.4074959754943848
2025-07-31,3.539119005203247
2025-08-01,3.5762360095977783
2025-08-02,3.5427019596099854
2025-08-03,3.567152976989746
2025-08-04,3.419811964035034
2025-08-05,3.1943609714508057
2025-08-06,3.3048388957977295
2025-08-07,3.341681957244873
2025-08-08,3.3359720706939697
2025-08-09,3.389286994934082
2025-08-10,3.349752902984619
2025-08-11,3.3676838874816895
2025-08-12,3.5050950050354004
2025-08-13,3.5327019691467285
2025-08-14,3.4136650562286377
2025-08-15,3.436439037322998
2025-08-16,3.460998058319092
2025-08-17,3.518009901046753
2025-08-18,3.3303959369659424
2025-08-19,3.2187259197235107
2025-08-20,3.276547908782959
2025-08-21,3.316420078277588
2025-08-22,3.421444892883301
2025-08-23,3.380023956298828
2025-08-24,3.3000080585479736
2025-08-25,3.1182339191436768
2025-08-26,3.167762041091919
2025-08-27,3.135596990585327
2025-08-28,3.1746370792388916
2025-08-29,3.0748798847198486
2025-08-30,3.1287550926208496
2025-08-31,3.166712999343872
2025-09-01,3.108858108520508
2025-09-02,3.16943097114563
2025-09-03,3.1776320934295654
2025-09-04,3.098917007446289
2025-09-05,3.0900070667266846
2025-09-06,3.060818910598755
2025-09-07,3.095815896987915
2025-09-08,3.09602689743042
2025-09-09,3.095659017562866
2025-09-10,3.1706790924072266
2025-09-11,3.18847393989563
2025-09-12,3.2204959392547607
2025-09-13,3.2265219688415527
2025-09-14,3.1834070682525635
2025-09-15,3.1562459468841553
2025-09-16,3.157011032104492
2025-09-17,3.1309239864349365
2025-09-18,3.159511089324951
2025-09-19,3.10817289352417
2025-09-20,3.0926780700683594
2025-09-21,3.0688159465789795
2025-09-22,2.806385040283203
2025-09-23,2.8101658821105957
2025-09-24,2.818303108215332
2025-09-25,2.659909963607788
2025-09-26,2.6782896518707275
