Date,WBETH-USD
2024-04-26,3246.489013671875
2024-04-27,3370.9306640625
2024-04-28,3382.352294921875
2024-04-29,3331.248291015625
2024-04-30,3123.404296875
2024-05-01,3077.02001953125
2024-05-02,3096.357177734375
2024-05-03,3219.552978515625
2024-05-04,3235.32421875
2024-05-05,3253.324951171875
2024-05-06,3179.41943359375
2024-05-07,3119.74169921875
2024-05-08,3085.721435546875
2024-05-09,3151.137451171875
2024-05-10,3019.30419921875
2024-05-11,3022.478271484375
2024-05-12,3040.53515625
2024-05-13,3061.314453125
2024-05-14,2990.8740234375
2024-05-15,3154.59033203125
2024-05-16,3057.434814453125
2024-05-17,3213.382080078125
2024-05-18,3244.644287109375
2024-05-19,3191.330810546875
2024-05-20,3803.83740234375
2024-05-21,3928.605712890625
2024-05-22,3878.6064453125
2024-05-23,3920.512451171875
2024-05-24,3869.92578125
2024-05-25,3890.999267578125
2024-05-26,3971.527587890625
2024-05-27,4043.954345703125
2024-05-28,3990.4736328125
2024-05-29,3909.9794921875
2024-05-30,3894.771728515625
2024-05-31,3909.8310546875
2024-06-01,3964.349853515625
2024-06-02,3931.638916015625
2024-06-03,3918.0263671875
2024-06-04,3962.851318359375
2024-06-05,4017.894287109375
2024-06-06,3964.3955078125
2024-06-07,3824.783935546875
2024-06-08,3828.1689453125
2024-06-09,3854.455322265625
2024-06-10,3814.587158203125
2024-06-11,3640.8447265625
2024-06-12,3704.429931640625
2024-06-13,3609.430419921875
2024-06-14,3623.22607421875
2024-06-15,3710.115478515625
2024-06-16,3769.04833984375
2024-06-17,3656.682861328125
2024-06-18,3627.51171875
2024-06-19,3705.186767578125
2024-06-20,3655.800537109375
2024-06-21,3661.51318359375
2024-06-22,3639.52490234375
2024-06-23,3559.79052734375
2024-06-24,3487.168212890625
2024-06-25,3534.71240234375
2024-06-26,3507.70654296875
2024-06-27,3587.8486328125
2024-06-28,3513.398193359375
2024-06-29,3514.7021484375
2024-06-30,3576.1201171875
2024-07-01,3586.490234375
2024-07-02,3560.755126953125
2024-07-03,3434.0830078125
2024-07-04,3199.153076171875
2024-07-05,3108.323486328125
2024-07-06,3198.60302734375
2024-07-07,3055.362060546875
2024-07-08,3147.382080078125
2024-07-09,3195.16259765625
2024-07-10,3237.721923828125
2024-07-11,3234.781005859375
2024-07-12,3269.9443359375
2024-07-13,3311.190673828125
2024-07-14,3385.048828125
2024-07-15,3641.2255859375
2024-07-16,3592.820068359375
2024-07-17,3535.39013671875
2024-07-18,3576.242919921875
2024-07-19,3657.664306640625
2024-07-20,3671.58447265625
2024-07-21,3690.406982421875
2024-07-22,3589.704833984375
2024-07-23,3633.377197265625
2024-07-24,3483.630859375
2024-07-25,3316.36572265625
2024-07-26,3421.087158203125
2024-07-27,3392.03564453125
2024-07-28,3416.81005859375
2024-07-29,3466.690673828125
2024-07-30,3424.801025390625
2024-07-31,3374.7509765625
2024-08-01,3345.583251953125
2024-08-02,3122.269775390625
2024-08-03,3035.184326171875
2024-08-04,2808.77587890625
2024-08-05,2524.675537109375
2024-08-06,2568.4404296875
2024-08-07,2440.05615234375
2024-08-08,2802.636474609375
2024-08-09,2720.94140625
2024-08-10,2725.560546875
2024-08-11,2670.037841796875
2024-08-12,2848.754150390625
2024-08-13,2829.12353515625
2024-08-14,2787.82373046875
2024-08-15,2689.33154296875
2024-08-16,2713.5859375
2024-08-17,2735.22021484375
2024-08-18,2736.3681640625
2024-08-19,2759.768798828125
2024-08-20,2705.831298828125
2024-08-21,2753.406005859375
2024-08-22,2746.902587890625
2024-08-23,2893.1728515625
2024-08-24,2898.0166015625
2024-08-25,2877.7822265625
2024-08-26,2808.26611328125
2024-08-27,2574.8173828125
2024-08-28,2647.728271484375
2024-08-29,2649.341064453125
2024-08-30,2646.865966796875
2024-08-31,2632.530517578125
2024-09-01,2545.60888671875
2024-09-02,2660.084228515625
2024-09-03,2536.34423828125
2024-09-04,2566.649658203125
2024-09-05,2480.502685546875
2024-09-06,2330.886962890625
2024-09-07,2383.974609375
2024-09-08,2408.455322265625
2024-09-09,2472.93603515625
2024-09-10,2505.10791015625
2024-09-11,2453.238525390625
2024-09-12,2477.423828125
2024-09-13,2561.19482421875
2024-09-14,2536.703857421875
2024-09-15,2434.5615234375
2024-09-16,2408.216552734375
2024-09-17,2456.640869140625
2024-09-18,2484.990234375
2024-09-19,2585.5556640625
2024-09-20,2685.981689453125
2024-09-21,2741.1796875
2024-09-22,2709.542724609375
2024-09-23,2780.457763671875
2024-09-24,2785.804443359375
2024-09-25,2709.431640625
2024-09-26,2762.923095703125
2024-09-27,2831.1689453125
2024-09-28,2811.717041015625
2024-09-29,2792.255615234375
2024-09-30,2734.49853515625
2024-10-01,2572.4248046875
2024-10-02,2486.3056640625
2024-10-03,2467.87744140625
2024-10-04,2537.57958984375
2024-10-05,2537.85400390625
2024-10-06,2564.461181640625
2024-10-07,2543.8232421875
2024-10-08,2565.01318359375
2024-10-09,2489.422119140625
2024-10-10,2505.775146484375
2024-10-11,2561.181396484375
2024-10-12,2602.377685546875
2024-10-13,2594.030029296875
2024-10-14,2764.340576171875
2024-10-15,2741.404052734375
2024-10-16,2745.775390625
2024-10-17,2736.5927734375
2024-10-18,2780.594482421875
2024-10-19,2786.13134765625
2024-10-20,2888.904541015625
2024-10-21,2804.333984375
2024-10-22,2756.746337890625
2024-10-23,2642.678955078125
2024-10-24,2666.54736328125
2024-10-25,2561.0390625
2024-10-26,2609.52587890625
2024-10-27,2637.29638671875
2024-10-28,2699.349609375
2024-10-29,2776.96337890625
2024-10-30,2797.724853515625
2024-10-31,2649.51904296875
2024-11-01,2647.8916015625
2024-11-02,2624.10546875
2024-11-03,2586.69140625
2024-11-04,2524.258544921875
2024-11-05,2550.992431640625
2024-11-06,2869.1474609375
2024-11-07,3050.802490234375
2024-11-08,3122.18603515625
2024-11-09,3300.118408203125
2024-11-10,3362.038818359375
2024-11-11,3554.2373046875
2024-11-12,3420.153564453125
2024-11-13,3364.6357421875
2024-11-14,3221.398193359375
2024-11-15,3271.02978515625
2024-11-16,3302.4091796875
2024-11-17,3241.63916015625
2024-11-18,3378.218505859375
2024-11-19,3280.018310546875
2024-11-20,3239.42431640625
2024-11-21,3545.337890625
2024-11-22,3514.310546875
2024-11-23,3582.663330078125
2024-11-24,3547.9462890625
2024-11-25,3604.93359375
2024-11-26,3509.631103515625
2024-11-27,3858.680419921875
2024-11-28,3776.984130859375
2024-11-29,3789.232421875
2024-11-30,3912.52294921875
2024-12-01,3914.996337890625
2024-12-02,3844.82763671875
2024-12-03,3822.906005859375
2024-12-04,4048.257568359375
2024-12-05,4010.6201171875
2024-12-06,4214.68896484375
2024-12-07,4220.453125
2024-12-08,4225.8798828125
2024-12-09,3918.520263671875
2024-12-10,3832.99609375
2024-12-11,4047.546875
2024-12-12,4100.83154296875
2024-12-13,4130.48974609375
2024-12-14,4086.767578125
2024-12-15,4172.4345703125
2024-12-16,4212.36328125
2024-12-17,4105.22119140625
2024-12-18,3825.762939453125
2024-12-19,3611.808837890625
2024-12-20,3670.6845703125
2024-12-21,3528.340576171875
2024-12-22,3469.390625
2024-12-23,3608.947265625
2024-12-24,3694.79638671875
2024-12-25,3696.499267578125
2024-12-26,3524.51806640625
2024-12-27,3518.073486328125
2024-12-28,3594.47216796875
2024-12-29,3542.377685546875
2024-12-30,3551.166259765625
2024-12-31,3525.692626953125
2025-01-01,3547.468994140625
2025-01-02,3653.39599609375
2025-01-03,3814.07958984375
2025-01-04,3870.926025390625
2025-01-05,3844.886962890625
2025-01-06,3904.31201171875
2025-01-07,3579.9755859375
2025-01-08,3520.2548828125
2025-01-09,3407.2470703125
2025-01-10,3461.1474609375
2025-01-11,3474.883056640625
2025-01-12,3459.017822265625
2025-01-13,3323.146728515625
2025-01-14,3418.1201171875
2025-01-15,3653.373291015625
2025-01-16,3504.21240234375
2025-01-17,3680.90576171875
2025-01-18,3499.141357421875
2025-01-19,3392.26416015625
2025-01-20,3471.331787109375
2025-01-21,3523.912841796875
2025-01-22,3432.192626953125
2025-01-23,3533.6474609375
2025-01-24,3505.12060546875
2025-01-25,3512.75341796875
2025-01-26,3427.896484375
2025-01-27,3370.488525390625
2025-01-28,3264.130615234375
2025-01-29,3300.521728515625
2025-01-30,3444.19287109375
2025-01-31,3495.88916015625
2025-02-01,3306.80029296875
2025-02-02,3041.831787109375
2025-02-03,3056.93701171875
2025-02-04,2898.729736328125
2025-02-05,2956.203369140625
2025-02-06,2850.549560546875
2025-02-07,2783.41552734375
2025-02-08,2792.446533203125
2025-02-09,2789.82373046875
2025-02-10,2824.963134765625
2025-02-11,2763.440185546875
2025-02-12,2906.057861328125
2025-02-13,2839.906494140625
2025-02-14,2893.646484375
2025-02-15,2860.8095703125
2025-02-16,2827.911376953125
2025-02-17,2912.885009765625
2025-02-18,2831.8828125
2025-02-19,2884.580810546875
2025-02-20,2910.136474609375
2025-02-21,2824.731689453125
2025-02-22,2935.706787109375
2025-02-23,2996.171142578125
2025-02-24,2668.61083984375
2025-02-25,2650.659423828125
2025-02-26,2475.233642578125
2025-02-27,2449.8896484375
2025-02-28,2374.0107421875
2025-03-01,2353.921875
2025-03-02,2676.7509765625
2025-03-03,2277.382568359375
2025-03-04,2306.111083984375
2025-03-05,2382.6240234375
2025-03-06,2341.68994140625
2025-03-07,2273.90283203125
2025-03-08,2340.39208984375
2025-03-09,2141.967529296875
2025-03-10,1985.0433349609375
2025-03-11,2040.7335205078125
2025-03-12,2029.9171142578125
2025-03-13,1981.1583251953125
2025-03-14,2031.2113037109375
2025-03-15,2061.149658203125
2025-03-16,2008.4952392578125
2025-03-17,2051.69189453125
2025-03-18,2056.917236328125
2025-03-19,2191.841552734375
2025-03-20,2111.04833984375
2025-03-21,2092.44775390625
2025-03-22,2108.895751953125
2025-03-23,2137.02294921875
2025-03-24,2211.895751953125
2025-03-25,2202.082275390625
2025-03-26,2140.902587890625
2025-03-27,2132.91796875
2025-03-28,2016.923583984375
2025-03-29,1947.7830810546875
2025-03-30,1925.064697265625
2025-03-31,1942.3907470703125
2025-04-01,2029.5982666015625
2025-04-02,1913.8828125
2025-04-03,1934.0377197265625
2025-04-04,1934.1817626953125
2025-04-05,1924.9927978515625
2025-04-06,1681.34375
2025-04-07,1656.911376953125
2025-04-08,1570.1004638671875
2025-04-09,1777.52197265625
2025-04-10,1623.7896728515625
2025-04-11,1670.82080078125
2025-04-12,1751.8011474609375
2025-04-13,1701.80126953125
2025-04-14,1730.57763671875
2025-04-15,1695.4532470703125
2025-04-16,1684.0623779296875
2025-04-17,1688.6531982421875
2025-04-18,1694.752685546875
2025-04-19,1719.8189697265625
2025-04-20,1692.397705078125
2025-04-21,1685.74365234375
2025-04-22,1876.25830078125
2025-04-23,1917.1468505859375
2025-04-24,1888.3939208984375
2025-04-25,1906.0458984375
2025-04-26,1943.4261474609375
2025-04-27,1913.046875
2025-04-28,1922.00927734375
2025-04-29,1921.4521484375
2025-04-30,1915.6712646484375
2025-05-01,1963.4222412109375
2025-05-02,1967.8896484375
2025-05-03,1958.0830078125
2025-05-04,1931.9697265625
2025-05-05,1944.07958984375
2025-05-06,1938.6671142578125
2025-05-07,1934.8555908203125
2025-05-08,2354.125732421875
2025-05-09,2501.151611328125
2025-05-10,2756.44189453125
2025-05-11,2678.4150390625
2025-05-12,2667.802734375
2025-05-13,2864.516357421875
2025-05-14,2790.457275390625
2025-05-15,2721.33447265625
2025-05-16,2710.24365234375
2025-05-17,2645.1640625
2025-05-18,2673.828125
2025-05-19,2705.35498046875
2025-05-20,2700.622802734375
2025-05-21,2730.114013671875
2025-05-22,2848.296875
2025-05-23,2701.08642578125
2025-05-24,2705.700439453125
2025-05-25,2728.864990234375
2025-05-26,2742.836669921875
2025-05-27,2849.008056640625
2025-05-28,2870.954345703125
2025-05-29,2817.646240234375
2025-05-30,2711.9501953125
2025-05-31,2707.75634765625
2025-06-01,2715.27490234375
2025-06-02,2790.31982421875
2025-06-03,2776.45751953125
2025-06-04,2792.86962890625
2025-06-05,2587.725341796875
2025-06-06,2652.156494140625
2025-06-07,2704.58740234375
2025-06-08,2688.91357421875
2025-06-09,2872.70166015625
2025-06-10,3014.15771484375
2025-06-11,2970.381591796875
2025-06-12,2842.508544921875
2025-06-13,2765.27294921875
2025-06-14,2715.330078125
2025-06-15,2728.390869140625
2025-06-16,2722.278564453125
2025-06-17,2695.2255859375
2025-06-18,2706.500244140625
2025-06-19,2703.5283203125
2025-06-20,2581.2236328125
2025-06-21,2462.86376953125
2025-06-22,2386.83203125
2025-06-23,2597.600830078125
2025-06-24,2625.392333984375
2025-06-25,2594.6103515625
2025-06-26,2590.6025390625
2025-06-27,2599.708740234375
2025-06-28,2613.319580078125
2025-06-29,2683.9130859375
2025-06-30,2666.802734375
2025-07-01,2581.444580078125
2025-07-02,2758.379150390625
2025-07-03,2780.04345703125
2025-07-04,2690.64501953125
2025-07-05,2701.526611328125
2025-07-06,2761.041015625
2025-07-07,2730.4521484375
2025-07-08,2809.529541015625
2025-07-09,2973.40869140625
2025-07-10,3168.06787109375
2025-07-11,3171.404541015625
2025-07-12,3159.381103515625
2025-07-13,3191.729248046875
2025-07-14,3233.595458984375
2025-07-15,3370.65869140625
2025-07-16,3614.2333984375
2025-07-17,3728.465087890625
2025-07-18,3805.01708984375
2025-07-19,3855.730224609375
2025-07-20,4031.879638671875
2025-07-21,4036.149658203125
2025-07-22,4020.56396484375
2025-07-23,3894.3583984375
2025-07-24,3978.2626953125
2025-07-25,4002.38232421875
2025-07-26,4018.773681640625
2025-07-27,4162.7666015625
2025-07-28,4067.998779296875
2025-07-29,4075.64208984375
2025-07-30,4092.725830078125
2025-07-31,3974.44140625
2025-08-01,3748.07958984375
2025-08-02,3644.532470703125
2025-08-03,3758.086669921875
2025-08-04,3994.3251953125
2025-08-05,3883.15576171875
2025-08-06,3960.683837890625
2025-08-07,4207.69921875
2025-08-08,4308.20166015625
2025-08-09,4579.91064453125
2025-08-10,4572.07421875
2025-08-11,4545.9736328125
2025-08-12,4934.41357421875
2025-08-13,5112.28857421875
2025-08-14,4885.94873046875
2025-08-15,4771.873046875
2025-08-16,4763.59912109375
2025-08-17,4812.86572265625
2025-08-18,4639.1962890625
2025-08-19,4384.36962890625
2025-08-20,4663.6845703125
2025-08-21,4545.34619140625
2025-08-22,5201.45849609375
2025-08-23,5140.46630859375
2025-08-24,5143.2568359375
2025-08-25,4710.68701171875
2025-08-26,4950.201171875
2025-08-27,4844.33984375
2025-08-28,4854.73974609375
2025-08-29,4696.15087890625
2025-08-30,4713.53759765625
2025-08-31,4730.9072265625
2025-09-01,4645.55859375
2025-09-02,4657.46826171875
2025-09-03,4795.638671875
2025-09-04,4631.15478515625
2025-09-05,4636.03173828125
2025-09-06,4604.20068359375
2025-09-07,4639.35888671875
2025-09-08,4638.70751953125
2025-09-09,4643.5859375
2025-09-10,4688.59423828125
2025-09-11,4808.13232421875
2025-09-12,5086.83984375
2025-09-13,5035.48486328125
2025-09-14,4968.501953125
2025-09-15,4881.39013671875
2025-09-16,4858.5751953125
2025-09-17,4952.84033203125
2025-09-18,4949.28369140625
2025-09-19,4820.36962890625
2025-09-20,4833.2294921875
2025-09-21,4798.93310546875
2025-09-22,4530.83642578125
2025-09-23,4491.7060546875
2025-09-24,4481.24609375
2025-09-25,4174.0078125
2025-09-26,4242.93359375
