Date,SOL-USD
2023-09-26,19.023286819458008
2023-09-27,19.130022048950195
2023-09-28,19.957616806030273
2023-09-29,20.300655364990234
2023-09-30,21.3951473236084
2023-10-01,23.83648681640625
2023-10-02,23.371700286865234
2023-10-03,23.55269432067871
2023-10-04,23.144786834716797
2023-10-05,22.694141387939453
2023-10-06,23.424453735351562
2023-10-07,23.287302017211914
2023-10-08,23.24642562866211
2023-10-09,22.118396759033203
2023-10-10,22.10511589050293
2023-10-11,22.00741958618164
2023-10-12,21.300268173217773
2023-10-13,21.834917068481445
2023-10-14,22.01171875
2023-10-15,21.922027587890625
2023-10-16,23.98295783996582
2023-10-17,23.959318161010742
2023-10-18,23.432138442993164
2023-10-19,24.93791961669922
2023-10-20,27.033674240112305
2023-10-21,29.386228561401367
2023-10-22,29.03668212890625
2023-10-23,31.850984573364258
2023-10-24,30.15153694152832
2023-10-25,32.46306610107422
2023-10-26,32.77549362182617
2023-10-27,31.73969841003418
2023-10-28,31.653318405151367
2023-10-29,32.822608947753906
2023-10-30,34.962337493896484
2023-10-31,38.51951599121094
2023-11-01,41.461544036865234
2023-11-02,40.20756912231445
2023-11-03,39.51976013183594
2023-11-04,42.346595764160156
2023-11-05,41.23860168457031
2023-11-06,42.12858963012695
2023-11-07,43.09254455566406
2023-11-08,43.18988800048828
2023-11-09,45.444828033447266
2023-11-10,56.64385223388672
2023-11-11,56.1026611328125
2023-11-12,56.15409851074219
2023-11-13,51.90705108642578
2023-11-14,56.838375091552734
2023-11-15,65.5344009399414
2023-11-16,57.871402740478516
2023-11-17,58.41593551635742
2023-11-18,58.512725830078125
2023-11-19,61.393558502197266
2023-11-20,56.53383255004883
2023-11-21,52.00047302246094
2023-11-22,57.588558197021484
2023-11-23,56.599369049072266
2023-11-24,56.86643981933594
2023-11-25,58.84648895263672
2023-11-26,57.6427001953125
2023-11-27,55.06462097167969
2023-11-28,58.19437026977539
2023-11-29,59.25012969970703
2023-11-30,59.24162292480469
2023-12-01,59.80399703979492
2023-12-02,63.83285903930664
2023-12-03,63.03996658325195
2023-12-04,61.526615142822266
2023-12-05,60.99483108520508
2023-12-06,61.902957916259766
2023-12-07,67.83782958984375
2023-12-08,75.00243377685547
2023-12-09,72.25760650634766
2023-12-10,74.70588684082031
2023-12-11,70.36717224121094
2023-12-12,68.54067993164062
2023-12-13,70.76778411865234
2023-12-14,75.62033081054688
2023-12-15,72.36898803710938
2023-12-16,73.47350311279297
2023-12-17,71.00051879882812
2023-12-18,74.34716033935547
2023-12-19,72.9897689819336
2023-12-20,82.19123077392578
2023-12-21,93.85481262207031
2023-12-22,98.00369262695312
2023-12-23,107.59423065185547
2023-12-24,112.48521423339844
2023-12-25,121.1464614868164
2023-12-26,112.6767349243164
2023-12-27,107.02379608154297
2023-12-28,102.10456848144531
2023-12-29,106.31151580810547
2023-12-30,101.84508514404297
2023-12-31,101.50582122802734
2024-01-01,109.50868225097656
2024-01-02,106.61122131347656
2024-01-03,98.59443664550781
2024-01-04,105.0775375366211
2024-01-05,99.97879028320312
2024-01-06,93.85771942138672
2024-01-07,89.2763442993164
2024-01-08,97.79044342041016
2024-01-09,99.40918731689453
2024-01-10,102.03302001953125
2024-01-11,99.90943908691406
2024-01-12,91.72090911865234
2024-01-13,95.73004913330078
2024-01-14,94.13314056396484
2024-01-15,94.49022674560547
2024-01-16,97.62691497802734
2024-01-17,102.0635986328125
2024-01-18,94.2509536743164
2024-01-19,93.38616943359375
2024-01-20,92.56983947753906
2024-01-21,90.84843444824219
2024-01-22,83.62281036376953
2024-01-23,84.27450561523438
2024-01-24,88.73200988769531
2024-01-25,86.88921356201172
2024-01-26,92.44236755371094
2024-01-27,94.16321563720703
2024-01-28,95.93798065185547
2024-01-29,101.56666564941406
2024-01-30,101.47297668457031
2024-01-31,97.0287094116211
2024-02-01,97.84669494628906
2024-02-02,100.44052124023438
2024-02-03,97.8799819946289
2024-02-04,95.47695922851562
2024-02-05,95.54866027832031
2024-02-06,96.86107635498047
2024-02-07,100.97927856445312
2024-02-08,102.78563690185547
2024-02-09,106.93333435058594
2024-02-10,109.1314697265625
2024-02-11,107.49528503417969
2024-02-12,111.99275207519531
2024-02-13,112.57930755615234
2024-02-14,116.97632598876953
2024-02-15,113.69940948486328
2024-02-16,110.44591522216797
2024-02-17,108.98401641845703
2024-02-18,112.17467498779297
2024-02-19,111.4853286743164
2024-02-20,108.45964050292969
2024-02-21,105.1252212524414
2024-02-22,101.66979217529297
2024-02-23,99.95469665527344
2024-02-24,104.1335220336914
2024-02-25,103.4534912109375
2024-02-26,109.91853332519531
2024-02-27,108.3880844116211
2024-02-28,118.05220031738281
2024-02-29,125.71151733398438
2024-03-01,129.9904022216797
2024-03-02,129.70018005371094
2024-03-03,130.45086669921875
2024-03-04,133.194580078125
2024-03-05,125.70671081542969
2024-03-06,130.7420196533203
2024-03-07,143.9778594970703
2024-03-08,145.2400360107422
2024-03-09,144.6072540283203
2024-03-10,144.5151824951172
2024-03-11,148.75096130371094
2024-03-12,151.01544189453125
2024-03-13,163.83981323242188
2024-03-14,176.67974853515625
2024-03-15,182.96469116210938
2024-03-16,181.88034057617188
2024-03-17,202.12356567382812
2024-03-18,195.9927520751953
2024-03-19,170.0162811279297
2024-03-20,191.54962158203125
2024-03-21,179.2207489013672
2024-03-22,174.36370849609375
2024-03-23,172.90225219726562
2024-03-24,183.57345581054688
2024-03-25,189.0835418701172
2024-03-26,190.69985961914062
2024-03-27,186.36146545410156
2024-03-28,189.6216278076172
2024-03-29,192.2279510498047
2024-03-30,194.3855438232422
2024-03-31,202.87413024902344
2024-04-01,192.5678253173828
2024-04-02,181.17225646972656
2024-04-03,185.2486114501953
2024-04-04,183.95811462402344
2024-04-05,174.5015106201172
2024-04-06,178.91534423828125
2024-04-07,179.6498565673828
2024-04-08,180.78477478027344
2024-04-09,172.4136199951172
2024-04-10,173.43736267089844
2024-04-11,172.5763702392578
2024-04-12,153.63546752929688
2024-04-13,139.34169006347656
2024-04-14,151.28494262695312
2024-04-15,138.5086212158203
2024-04-16,136.27932739257812
2024-04-17,131.86618041992188
2024-04-18,142.0823974609375
2024-04-19,142.6804962158203
2024-04-20,151.13356018066406
2024-04-21,148.60931396484375
2024-04-22,157.03121948242188
2024-04-23,154.70130920410156
2024-04-24,147.74514770507812
2024-04-25,144.89212036132812
2024-04-26,139.10433959960938
2024-04-27,141.28916931152344
2024-04-28,137.85641479492188
2024-04-29,137.7766571044922
2024-04-30,126.96270751953125
2024-05-01,134.6279754638672
2024-05-02,137.81448364257812
2024-05-03,143.77255249023438
2024-05-04,146.1350555419922
2024-05-05,145.71302795410156
2024-05-06,152.80239868164062
2024-05-07,148.1343231201172
2024-05-08,142.29473876953125
2024-05-09,152.84994506835938
2024-05-10,146.21690368652344
2024-05-11,145.3143768310547
2024-05-12,143.52081298828125
2024-05-13,147.28233337402344
2024-05-14,142.0303955078125
2024-05-15,158.18682861328125
2024-05-16,159.116455078125
2024-05-17,169.53054809570312
2024-05-18,172.5391387939453
2024-05-19,170.0913543701172
2024-05-20,186.52049255371094
2024-05-21,178.11614990234375
2024-05-22,176.86077880859375
2024-05-23,175.98577880859375
2024-05-24,167.7969207763672
2024-05-25,168.43763732910156
2024-05-26,163.3509063720703
2024-05-27,169.9961395263672
2024-05-28,168.65084838867188
2024-05-29,168.0726776123047
2024-05-30,166.97653198242188
2024-05-31,165.63771057128906
2024-06-01,166.03067016601562
2024-06-02,163.24990844726562
2024-06-03,164.9234619140625
2024-06-04,171.8019256591797
2024-06-05,173.48291015625
2024-06-06,170.01622009277344
2024-06-07,162.50704956054688
2024-06-08,157.96890258789062
2024-06-09,162.08360290527344
2024-06-10,158.9280242919922
2024-06-11,149.42898559570312
2024-06-12,155.1775665283203
2024-06-13,147.31442260742188
2024-06-14,143.0944366455078
