Date,DOT-USD
2023-09-26,4.014101028442383
2023-09-27,3.990726947784424
2023-09-28,4.074660778045654
2023-09-29,4.077261924743652
2023-09-30,4.105618000030518
2023-10-01,4.261009216308594
2023-10-02,4.123762130737305
2023-10-03,4.074246883392334
2023-10-04,4.047316074371338
2023-10-05,4.022737979888916
2023-10-06,4.07214879989624
2023-10-07,4.0564470291137695
2023-10-08,4.014286041259766
2023-10-09,3.8772189617156982
2023-10-10,3.812432050704956
2023-10-11,3.738058090209961
2023-10-12,3.6735970973968506
2023-10-13,3.721198081970215
2023-10-14,3.7362759113311768
2023-10-15,3.7549779415130615
2023-10-16,3.7862110137939453
2023-10-17,3.6750569343566895
2023-10-18,3.6565489768981934
2023-10-19,3.6488780975341797
2023-10-20,3.7212750911712646
2023-10-21,3.904405117034912
2023-10-22,3.9647159576416016
2023-10-23,4.348272800445557
2023-10-24,4.186614036560059
2023-10-25,4.2850542068481445
2023-10-26,4.236405849456787
2023-10-27,4.139359951019287
2023-10-28,4.180108070373535
2023-10-29,4.3125457763671875
2023-10-30,4.527799129486084
2023-10-31,4.4511799812316895
2023-11-01,4.730909824371338
2023-11-02,4.635324001312256
2023-11-03,4.6154937744140625
2023-11-04,4.691026210784912
2023-11-05,4.773220062255859
2023-11-06,4.968372821807861
2023-11-07,4.931488037109375
2023-11-08,5.053585052490234
2023-11-09,5.087355136871338
2023-11-10,5.300800800323486
2023-11-11,5.553164958953857
2023-11-12,5.707890033721924
2023-11-13,5.368368148803711
2023-11-14,5.2027268409729
2023-11-15,5.566057205200195
2023-11-16,5.358421802520752
2023-11-17,5.242203235626221
2023-11-18,5.291220188140869
2023-11-19,5.444248199462891
2023-11-20,5.304597854614258
2023-11-21,4.8893890380859375
2023-11-22,5.17286491394043
2023-11-23,5.13363790512085
2023-11-24,5.24334192276001
2023-11-25,5.3300862312316895
2023-11-26,5.32512903213501
2023-11-27,5.161478042602539
2023-11-28,5.2706780433654785
2023-11-29,5.168088912963867
2023-11-30,5.465794086456299
2023-12-01,5.475039958953857
2023-12-02,5.573881149291992
2023-12-03,5.54657506942749
2023-12-04,5.626327037811279
2023-12-05,5.911571979522705
2023-12-06,6.043325901031494
2023-12-07,6.246665954589844
2023-12-08,6.839678764343262
2023-12-09,7.11761999130249
2023-12-10,7.3415751457214355
2023-12-11,6.7066969871521
2023-12-12,7.123778820037842
2023-12-13,7.610177993774414
2023-12-14,7.521094799041748
2023-12-15,6.956742763519287
2023-12-16,7.085906982421875
2023-12-17,6.792212963104248
2023-12-18,6.875728130340576
2023-12-19,6.715219020843506
2023-12-20,6.942695140838623
2023-12-21,8.361507415771484
2023-12-22,7.969131946563721
2023-12-23,8.34211540222168
2023-12-24,8.647969245910645
2023-12-25,9.228659629821777
2023-12-26,8.819256782531738
2023-12-27,8.703069686889648
2023-12-28,8.450114250183105
2023-12-29,8.292625427246094
2023-12-30,8.37086296081543
2023-12-31,8.193986892700195
2024-01-01,8.59892463684082
2024-01-02,8.41269588470459
2024-01-03,7.641822814941406
2024-01-04,7.881475925445557
2024-01-05,7.44556188583374
2024-01-06,7.13883113861084
2024-01-07,6.8958330154418945
2024-01-08,7.477948188781738
2024-01-09,7.1172099113464355
2024-01-10,7.9710612297058105
2024-01-11,8.170188903808594
2024-01-12,7.569273948669434
2024-01-13,7.612985134124756
2024-01-14,7.327098846435547
2024-01-15,7.517786979675293
2024-01-16,7.490059852600098
2024-01-17,7.33296012878418
2024-01-18,7.007637023925781
2024-01-19,6.874605178833008
2024-01-20,6.898894786834717
2024-01-21,6.807318210601807
2024-01-22,6.332924842834473
2024-01-23,6.35443115234375
2024-01-24,6.459842205047607
2024-01-25,6.434463024139404
2024-01-26,6.672458171844482
2024-01-27,6.6702470779418945
2024-01-28,6.839127063751221
2024-01-29,7.030881881713867
2024-01-30,6.8419671058654785
2024-01-31,6.655735969543457
2024-02-01,6.791077136993408
2024-02-02,6.936224937438965
2024-02-03,6.8314900398254395
2024-02-04,6.6672282218933105
2024-02-05,6.726913928985596
2024-02-06,6.805706977844238
2024-02-07,6.939929962158203
2024-02-08,7.0146660804748535
2024-02-09,7.19149112701416
2024-02-10,7.208862781524658
2024-02-11,7.096012115478516
2024-02-12,7.346063137054443
2024-02-13,7.362933158874512
2024-02-14,7.658267021179199
2024-02-15,7.778054237365723
2024-02-16,7.657581806182861
2024-02-17,7.7043538093566895
2024-02-18,7.8500590324401855
2024-02-19,8.029154777526855
2024-02-20,7.733205795288086
2024-02-21,7.468303203582764
2024-02-22,7.482891082763672
2024-02-23,7.563416004180908
2024-02-24,7.809398174285889
2024-02-25,7.923061847686768
2024-02-26,8.10434341430664
2024-02-27,8.371495246887207
2024-02-28,8.342618942260742
2024-02-29,8.255024909973145
2024-03-01,8.674229621887207
2024-03-02,9.436100959777832
2024-03-03,9.797439575195312
2024-03-04,9.911170959472656
2024-03-05,9.330388069152832
2024-03-06,10.514226913452148
2024-03-07,10.422065734863281
2024-03-08,10.665131568908691
2024-03-09,10.522542953491211
2024-03-10,10.278813362121582
2024-03-11,11.036376953125
2024-03-12,10.726625442504883
2024-03-13,11.32108211517334
2024-03-14,11.542901992797852
2024-03-15,10.838363647460938
2024-03-16,9.696842193603516
2024-03-17,10.115609169006348
2024-03-18,9.907398223876953
2024-03-19,8.764359474182129
2024-03-20,9.491859436035156
2024-03-21,9.172893524169922
2024-03-22,8.919258117675781
2024-03-23,8.982089042663574
2024-03-24,9.369309425354004
2024-03-25,9.737619400024414
2024-03-26,9.690574645996094
2024-03-27,9.443778038024902
2024-03-28,9.516780853271484
2024-03-29,9.596235275268555
2024-03-30,9.433736801147461
2024-03-31,9.64262580871582
2024-04-01,9.16106128692627
2024-04-02,8.57861328125
2024-04-03,8.433554649353027
2024-04-04,8.490893363952637
2024-04-05,8.38903522491455
2024-04-06,8.494186401367188
2024-04-07,8.70672607421875
2024-04-08,9.044649124145508
2024-04-09,8.660052299499512
2024-04-10,8.418901443481445
2024-04-11,8.379441261291504
2024-04-12,7.2410888671875
2024-04-13,6.417977809906006
2024-04-14,6.8693461418151855
2024-04-15,6.712531089782715
2024-04-16,6.700047016143799
2024-04-17,6.57962703704834
2024-04-18,6.785522937774658
2024-04-19,6.687657833099365
2024-04-20,7.234262943267822
2024-04-21,7.135028839111328
2024-04-22,7.477910995483398
2024-04-23,7.244586944580078
2024-04-24,6.930154800415039
2024-04-25,6.862369060516357
2024-04-26,6.758216857910156
2024-04-27,6.798635005950928
2024-04-28,6.723606109619141
2024-04-29,6.591732978820801
2024-04-30,6.422237873077393
2024-05-01,6.883042812347412
2024-05-02,7.285116195678711
2024-05-03,7.255101203918457
2024-05-04,7.1270599365234375
2024-05-05,7.306784152984619
2024-05-06,7.122262001037598
2024-05-07,6.996738910675049
2024-05-08,6.990118980407715
2024-05-09,7.050119876861572
2024-05-10,6.749961853027344
2024-05-11,6.6592278480529785
2024-05-12,6.6203789710998535
2024-05-13,6.665497779846191
2024-05-14,6.4789018630981445
2024-05-15,6.963479995727539
2024-05-16,7.029125213623047
2024-05-17,7.196755886077881
2024-05-18,7.161952972412109
2024-05-19,6.937534809112549
2024-05-20,7.5750298500061035
2024-05-21,7.613661766052246
2024-05-22,7.454471111297607
2024-05-23,7.200774192810059
2024-05-24,7.244290828704834
2024-05-25,7.42813777923584
2024-05-26,7.547234058380127
2024-05-27,7.628291130065918
2024-05-28,7.367073059082031
2024-05-29,7.172421932220459
2024-05-30,6.997859954833984
2024-05-31,6.987146854400635
2024-06-01,7.058611869812012
2024-06-02,6.989039897918701
2024-06-03,7.010249137878418
2024-06-04,7.187405109405518
2024-06-05,7.248727798461914
2024-06-06,7.142014026641846
2024-06-07,6.657766819000244
2024-06-08,6.388423919677734
2024-06-09,6.522762775421143
2024-06-10,6.507446765899658
2024-06-11,6.379897117614746
2024-06-12,6.7417168617248535
2024-06-13,6.360072135925293
2024-06-14,6.162761211395264
2024-06-15,6.221013069152832
2024-06-16,6.388068199157715
2024-06-17,6.073915004730225
2024-06-18,5.775650978088379
2024-06-19,5.7942118644714355
2024-06-20,5.640769004821777
2024-06-21,5.611062049865723
2024-06-22,5.747869968414307
2024-06-23,5.64489221572876
2024-06-24,5.724685192108154
2024-06-25,5.842494964599609
2024-06-26,5.793276786804199
2024-06-27,6.281444072723389
2024-06-28,6.174601078033447
2024-06-29,6.07234001159668
2024-06-30,6.208572864532471
2024-07-01,6.330221176147461
2024-07-02,6.5148210525512695
2024-07-03,6.069333076477051
2024-07-04,5.559063911437988
2024-07-05,5.665740966796875
2024-07-06,6.241476058959961
2024-07-07,5.9062628746032715
2024-07-08,5.9447550773620605
2024-07-09,6.11407995223999
2024-07-10,6.098880767822266
2024-07-11,5.904892921447754
2024-07-12,6.099207878112793
2024-07-13,6.2440080642700195
2024-07-14,6.328077793121338
2024-07-15,6.498557090759277
2024-07-16,6.3442230224609375
2024-07-17,6.259860992431641
2024-07-18,6.093573093414307
2024-07-19,6.346135139465332
2024-07-20,6.337130069732666
2024-07-21,6.419742107391357
2024-07-22,6.107129096984863
2024-07-23,5.918869972229004
2024-07-24,5.748384952545166
2024-07-25,5.75399923324585
2024-07-26,5.870021820068359
2024-07-27,5.83108377456665
2024-07-28,5.721426010131836
2024-07-29,5.654067039489746
2024-07-30,5.522171974182129
2024-07-31,5.3853302001953125
2024-08-01,5.342948913574219
2024-08-02,5.122200012207031
2024-08-03,5.043665885925293
2024-08-04,4.683842182159424
2024-08-05,4.208274841308594
2024-08-06,4.506931781768799
2024-08-07,4.570662975311279
2024-08-08,4.88088321685791
2024-08-09,4.787671089172363
2024-08-10,4.756072044372559
2024-08-11,4.496322154998779
2024-08-12,4.587265968322754
2024-08-13,4.549482822418213
2024-08-14,4.386328220367432
2024-08-15,4.282610893249512
2024-08-16,4.295183181762695
2024-08-17,4.364744186401367
2024-08-18,4.391077041625977
2024-08-19,4.483818054199219
2024-08-20,4.53368616104126
2024-08-21,4.6698150634765625
2024-08-22,4.693690776824951
2024-08-23,4.898672103881836
2024-08-24,4.986936092376709
2024-08-25,4.824508190155029
2024-08-26,4.562509059906006
2024-08-27,4.380867004394531
2024-08-28,4.258794784545898
2024-08-29,4.250732898712158
2024-08-30,4.2784857749938965
2024-08-31,4.25848388671875
2024-09-01,4.073627948760986
2024-09-02,4.208609104156494
2024-09-03,4.062910079956055
2024-09-04,4.109951972961426
2024-09-05,4.016057968139648
2024-09-06,3.9594709873199463
2024-09-07,4.076632976531982
2024-09-08,4.1641058921813965
2024-09-09,4.285942077636719
2024-09-10,4.256246089935303
2024-09-11,4.191651821136475
2024-09-12,4.292720794677734
2024-09-13,4.425520896911621
2024-09-14,4.439149856567383
2024-09-15,4.40186882019043
2024-09-16,4.198472023010254
2024-09-17,4.1564249992370605
2024-09-18,4.169034957885742
2024-09-19,4.255255222320557
2024-09-20,4.337357997894287
2024-09-21,4.4660258293151855
2024-09-22,4.314034938812256
2024-09-23,4.455470085144043
2024-09-24,4.640799045562744
2024-09-25,4.635497093200684
2024-09-26,4.8162841796875
2024-09-27,4.892055034637451
2024-09-28,4.805895805358887
2024-09-29,4.768427848815918
2024-09-30,4.43708610534668
2024-10-01,4.1590070724487305
2024-10-02,4.1038079261779785
2024-10-03,4.1271071434021
2024-10-04,4.19361686706543
2024-10-05,4.137217044830322
2024-10-06,4.188560962677002
2024-10-07,4.135059833526611
2024-10-08,4.09792423248291
2024-10-09,4.0237321853637695
2024-10-10,4.066133975982666
2024-10-11,4.167765140533447
2024-10-12,4.207736015319824
2024-10-13,4.157303810119629
2024-10-14,4.373050212860107
2024-10-15,4.403149127960205
2024-10-16,4.316714763641357
2024-10-17,4.188973903656006
2024-10-18,4.306358814239502
2024-10-19,4.43390417098999
2024-10-20,4.571722984313965
2024-10-21,4.377028942108154
2024-10-22,4.321435928344727
2024-10-23,4.194595813751221
2024-10-24,4.2046799659729
2024-10-25,3.9875540733337402
2024-10-26,4.029809951782227
2024-10-27,4.124960899353027
2024-10-28,4.130046844482422
2024-10-29,4.189741134643555
2024-10-30,4.191606044769287
2024-10-31,3.956449031829834
2024-11-01,3.906809091567993
2024-11-02,3.901505947113037
2024-11-03,3.7885890007019043
2024-11-04,3.7471671104431152
2024-11-05,3.857814073562622
2024-11-06,4.11768913269043
2024-11-07,4.163136959075928
2024-11-08,4.3314127922058105
2024-11-09,4.632638931274414
2024-11-10,5.252132892608643
2024-11-11,5.710699081420898
2024-11-12,5.334292888641357
2024-11-13,5.0765581130981445
2024-11-14,4.768950939178467
2024-11-15,5.140809059143066
2024-11-16,5.7608561515808105
2024-11-17,5.41603422164917
2024-11-18,6.00641393661499
2024-11-19,5.805377006530762
2024-11-20,5.716891765594482
2024-11-21,5.937807083129883
2024-11-22,6.662622928619385
2024-11-23,8.50830078125
2024-11-24,8.8135347366333
2024-11-25,8.24442195892334
2024-11-26,8.07812786102295
2024-11-27,8.464702606201172
2024-11-28,8.621152877807617
2024-11-29,9.038749694824219
2024-11-30,8.967267990112305
2024-12-01,9.307755470275879
2024-12-02,9.986504554748535
2024-12-03,9.829697608947754
2024-12-04,10.528636932373047
2024-12-05,10.524624824523926
2024-12-06,10.705370903015137
2024-12-07,10.629205703735352
2024-12-08,10.412901878356934
2024-12-09,8.513443946838379
2024-12-10,8.396628379821777
2024-12-11,9.006820678710938
2024-12-12,9.064152717590332
2024-12-13,9.09039306640625
2024-12-14,8.551411628723145
2024-12-15,9.029330253601074
2024-12-16,8.751370429992676
2024-12-17,8.476944923400879
2024-12-18,7.6892218589782715
2024-12-19,6.9653239250183105
2024-12-20,7.293115139007568
2024-12-21,6.970913887023926
2024-12-22,6.830101013183594
2024-12-23,7.3676838874816895
2024-12-24,7.5558271408081055
2024-12-25,7.492839813232422
2024-12-26,6.928015232086182
2024-12-27,6.8976030349731445
2024-12-28,7.104069232940674
2024-12-29,6.862186908721924
2024-12-30,6.6966681480407715
2024-12-31,6.634932041168213
2025-01-01,7.028347015380859
2025-01-02,7.168960094451904
2025-01-03,7.74745512008667
2025-01-04,7.68438196182251
2025-01-05,7.679114818572998
2025-01-06,7.76667594909668
2025-01-07,7.015230178833008
2025-01-08,6.761236190795898
2025-01-09,6.557372093200684
2025-01-10,6.736066818237305
2025-01-11,6.73646879196167
2025-01-12,6.628734111785889
2025-01-13,6.396489143371582
2025-01-14,6.664538860321045
2025-01-15,7.164988040924072
2025-01-16,7.1502227783203125
2025-01-17,7.512493133544922
2025-01-18,7.043352127075195
2025-01-19,6.232108116149902
2025-01-20,6.374917984008789
2025-01-21,6.627902030944824
2025-01-22,6.440516948699951
2025-01-23,6.354040145874023
2025-01-24,6.315302848815918
2025-01-25,6.322443008422852
2025-01-26,6.184237957000732
2025-01-27,5.943115234375
2025-01-28,5.655594825744629
2025-01-29,5.7635297775268555
2025-01-30,6.126862049102783
2025-01-31,6.318368911743164
2025-02-01,5.921681880950928
2025-02-02,5.148262023925781
2025-02-03,5.185870170593262
2025-02-04,4.750216007232666
2025-02-05,4.692637920379639
2025-02-06,4.492766857147217
2025-02-07,4.590202808380127
2025-02-08,4.7452287673950195
2025-02-09,4.77225923538208
2025-02-10,4.841084003448486
2025-02-11,4.808444023132324
2025-02-12,5.228726863861084
2025-02-13,5.1322340965271
2025-02-14,5.187249183654785
2025-02-15,5.023991107940674
2025-02-16,4.880805969238281
