Date,TRX-USD
2023-09-26,0.084647998213768
2023-09-27,0.08541499823331833
2023-09-28,0.08672399818897247
2023-09-29,0.08913999795913696
2023-09-30,0.08868400007486343
2023-10-01,0.09011799842119217
2023-10-02,0.08756600320339203
2023-10-03,0.09085799753665924
2023-10-04,0.08899900317192078
2023-10-05,0.08827599883079529
2023-10-06,0.0872659981250763
2023-10-07,0.08812899887561798
2023-10-08,0.08802399784326553
2023-10-09,0.08619900047779083
2023-10-10,0.08627499639987946
2023-10-11,0.08602599799633026
2023-10-12,0.08486700057983398
2023-10-13,0.08548100292682648
2023-10-14,0.08505900204181671
2023-10-15,0.0866829976439476
2023-10-16,0.08891399949789047
2023-10-17,0.08856400102376938
2023-10-18,0.08921299874782562
2023-10-19,0.08996900171041489
2023-10-20,0.09076099842786789
2023-10-21,0.0915990024805069
2023-10-22,0.09038099646568298
2023-10-23,0.09223800152540207
2023-10-24,0.09235300123691559
2023-10-25,0.09348999708890915
2023-10-26,0.0928419977426529
2023-10-27,0.09362799674272537
2023-10-28,0.0943320021033287
2023-10-29,0.09487900137901306
2023-10-30,0.09561099857091904
2023-10-31,0.09717299789190292
2023-11-01,0.10025600343942642
2023-11-02,0.0992949977517128
2023-11-03,0.09731300175189972
2023-11-04,0.09777799993753433
2023-11-05,0.09821999818086624
2023-11-06,0.09772200137376785
2023-11-07,0.09667100012302399
2023-11-08,0.09841199964284897
2023-11-09,0.09890300035476685
2023-11-10,0.1062380000948906
2023-11-11,0.10798899829387665
2023-11-12,0.10841099917888641
2023-11-13,0.10715200006961823
2023-11-14,0.10227499902248383
2023-11-15,0.10410500317811966
2023-11-16,0.10239599645137787
2023-11-17,0.10367400199174881
2023-11-18,0.10300599783658981
2023-11-19,0.10349900275468826
2023-11-20,0.10112100094556808
2023-11-21,0.09624599665403366
2023-11-22,0.10123699903488159
2023-11-23,0.10208400338888168
2023-11-24,0.10472100228071213
2023-11-25,0.10881099849939346
2023-11-26,0.10785400122404099
2023-11-27,0.10209900140762329
2023-11-28,0.10304299741983414
2023-11-29,0.10354399681091309
2023-11-30,0.10351499915122986
2023-12-01,0.10317700356245041
2023-12-02,0.10328599810600281
2023-12-03,0.1031619980931282
2023-12-04,0.10384800285100937
2023-12-05,0.10364499688148499
2023-12-06,0.10479799658060074
2023-12-07,0.1042260006070137
2023-12-08,0.10671599954366684
2023-12-09,0.10667499899864197
2023-12-10,0.10782299935817719
2023-12-11,0.10378699749708176
2023-12-12,0.10362599790096283
2023-12-13,0.10429999977350235
2023-12-14,0.10598500072956085
2023-12-15,0.1015629991889
2023-12-16,0.10275600105524063
2023-12-17,0.10211099684238434
2023-12-18,0.10091199725866318
2023-12-19,0.10057400166988373
2023-12-20,0.10269799828529358
2023-12-21,0.10467000305652618
2023-12-22,0.10512900352478027
2023-12-23,0.10677599906921387
2023-12-24,0.10638999938964844
2023-12-25,0.10593300312757492
2023-12-26,0.1030689999461174
2023-12-27,0.10540899634361267
2023-12-28,0.10559999942779541
2023-12-29,0.10568899661302567
2023-12-30,0.10598500072956085
2023-12-31,0.10767299681901932
2024-01-01,0.10781200230121613
2024-01-02,0.10836400091648102
2024-01-03,0.10682599991559982
2024-01-04,0.10708499699831009
2024-01-05,0.10446000099182129
2024-01-06,0.10391700267791748
2024-01-07,0.1028980016708374
2024-01-08,0.10428500175476074
2024-01-09,0.10276799649000168
2024-01-10,0.10529100149869919
2024-01-11,0.10622700303792953
2024-01-12,0.10692299902439117
2024-01-13,0.11414899677038193
2024-01-14,0.11115500330924988
2024-01-15,0.10873199999332428
2024-01-16,0.10807199776172638
2024-01-17,0.10830499976873398
2024-01-18,0.10797999799251556
2024-01-19,0.11035799980163574
2024-01-20,0.10990100353956223
2024-01-21,0.1088699996471405
2024-01-22,0.10916999727487564
2024-01-23,0.10715799778699875
2024-01-24,0.10871899873018265
2024-01-25,0.11207800358533859
2024-01-26,0.11452200263738632
2024-01-27,0.112466000020504
2024-01-28,0.11220599710941315
2024-01-29,0.11304599791765213
2024-01-30,0.11204700171947479
2024-01-31,0.11224000155925751
2024-02-01,0.11556699872016907
2024-02-02,0.11627999693155289
2024-02-03,0.11721699684858322
2024-02-04,0.11838799715042114
2024-02-05,0.1189040020108223
2024-02-06,0.12089700251817703
2024-02-07,0.12351500242948532
2024-02-08,0.12192399799823761
2024-02-09,0.12377600371837616
2024-02-10,0.1244100034236908
2024-02-11,0.1242780014872551
2024-02-12,0.12505799531936646
2024-02-13,0.1269419938325882
2024-02-14,0.12968400120735168
2024-02-15,0.13116900622844696
2024-02-16,0.13292300701141357
2024-02-17,0.13589100539684296
2024-02-18,0.13518600165843964
2024-02-19,0.1363680064678192
2024-02-20,0.13927499949932098
2024-02-21,0.1397320032119751
2024-02-22,0.13892999291419983
2024-02-23,0.13818900287151337
2024-02-24,0.1374479979276657
2024-02-25,0.13761800527572632
2024-02-26,0.13991999626159668
2024-02-27,0.1428849995136261
2024-02-28,0.14223399758338928
2024-02-29,0.1405780017375946
2024-03-01,0.14159899950027466
2024-03-02,0.14128099381923676
2024-03-03,0.14068900048732758
2024-03-04,0.14041799306869507
2024-03-05,0.1360819935798645
2024-03-06,0.13776299357414246
2024-03-07,0.13732199370861053
2024-03-08,0.13694800436496735
2024-03-09,0.13608300685882568
2024-03-10,0.13387900590896606
2024-03-11,0.13375499844551086
