Date,DOGE-USD
2023-09-26,0.06059899926185608
2023-09-27,0.060504000633955
2023-09-28,0.06148400157690048
2023-09-29,0.062178000807762146
2023-09-30,0.06214100122451782
2023-10-01,0.06319300085306168
2023-10-02,0.062059998512268066
2023-10-03,0.061386000365018845
2023-10-04,0.06148799881339073
2023-10-05,0.06092299893498421
2023-10-06,0.06142599880695343
2023-10-07,0.061455000191926956
2023-10-08,0.06100799888372421
2023-10-09,0.058779001235961914
2023-10-10,0.05902500078082085
2023-10-11,0.058469999581575394
2023-10-12,0.05789700150489807
2023-10-13,0.05839800089597702
2023-10-14,0.05985900014638901
2023-10-15,0.05934999883174896
2023-10-16,0.060113999992609024
2023-10-17,0.059119999408721924
2023-10-18,0.05867300182580948
2023-10-19,0.058883000165224075
2023-10-20,0.05996499955654144
2023-10-21,0.061188001185655594
2023-10-22,0.06159599870443344
2023-10-23,0.06708499789237976
2023-10-24,0.06655599921941757
2023-10-25,0.06836099922657013
2023-10-26,0.07186699658632278
2023-10-27,0.06788100302219391
2023-10-28,0.06900099664926529
2023-10-29,0.06935899704694748
2023-10-30,0.06965000182390213
2023-10-31,0.06827700138092041
2023-11-01,0.06884100288152695
2023-11-02,0.06793399900197983
2023-11-03,0.06814400106668472
2023-11-04,0.06907899677753448
2023-11-05,0.07122399657964706
2023-11-06,0.07638099789619446
2023-11-07,0.07351800054311752
2023-11-08,0.07548099756240845
2023-11-09,0.07346100360155106
2023-11-10,0.07544399797916412
2023-11-11,0.07840599864721298
2023-11-12,0.07798100262880325
2023-11-13,0.07478199899196625
2023-11-14,0.07245700061321259
2023-11-15,0.07635600119829178
2023-11-16,0.07927700132131577
2023-11-17,0.08630400151014328
2023-11-18,0.08038300275802612
2023-11-19,0.08057600259780884
2023-11-20,0.07787899672985077
2023-11-21,0.07211899757385254
2023-11-22,0.07578399777412415
2023-11-23,0.07620000094175339
2023-11-24,0.07821699976921082
2023-11-25,0.07895500212907791
2023-11-26,0.07870399951934814
2023-11-27,0.07878799736499786
2023-11-28,0.08100900053977966
2023-11-29,0.08059299737215042
2023-11-30,0.08341699838638306
2023-12-01,0.08385699987411499
2023-12-02,0.08627899736166
2023-12-03,0.08561500161886215
2023-12-04,0.0919400006532669
2023-12-05,0.0942469984292984
2023-12-06,0.09486400336027145
2023-12-07,0.09591999650001526
2023-12-08,0.10147000104188919
2023-12-09,0.0985419973731041
2023-12-10,0.10180100053548813
2023-12-11,0.09438399970531464
2023-12-12,0.0938350036740303
2023-12-13,0.09642799943685532
2023-12-14,0.09825500100851059
2023-12-15,0.0930040031671524
2023-12-16,0.09705600142478943
2023-12-17,0.09309700131416321
2023-12-18,0.09203600138425827
2023-12-19,0.09029699862003326
2023-12-20,0.09141699969768524
2023-12-21,0.09500399976968765
2023-12-22,0.09519799798727036
2023-12-23,0.09356199949979782
2023-12-24,0.09189499914646149
2023-12-25,0.0944489985704422
2023-12-26,0.09135600179433823
2023-12-27,0.09357900172472
2023-12-28,0.09188400208950043
2023-12-29,0.09103800356388092
2023-12-30,0.09014800190925598
2023-12-31,0.08947200328111649
2024-01-01,0.09202399849891663
2024-01-02,0.09120400249958038
2024-01-03,0.08204200118780136
2024-01-04,0.08413100242614746
2024-01-05,0.08277300000190735
2024-01-06,0.0806640014052391
2024-01-07,0.07822500169277191
2024-01-08,0.08137000352144241
2024-01-09,0.07926300168037415
2024-01-10,0.08294200152158737
2024-01-11,0.0846249982714653
2024-01-12,0.08004599809646606
2024-01-13,0.08092299848794937
2024-01-14,0.07997799664735794
2024-01-15,0.08112499862909317
2024-01-16,0.08130999654531479
2024-01-17,0.08050499856472015
2024-01-18,0.07798700034618378
2024-01-19,0.07853599637746811
2024-01-20,0.08788800239562988
2024-01-21,0.08527299761772156
2024-01-22,0.08034099638462067
2024-01-23,0.07815399765968323
2024-01-24,0.07901600003242493
2024-01-25,0.07793299853801727
2024-01-26,0.07990100234746933
2024-01-27,0.08014199882745743
2024-01-28,0.07881300151348114
2024-01-29,0.08128900080919266
2024-01-30,0.07972300052642822
2024-01-31,0.07876399904489517
2024-02-01,0.07932700216770172
2024-02-02,0.07923299819231033
2024-02-03,0.07865100353956223
2024-02-04,0.07823800295591354
2024-02-05,0.07822000235319138
2024-02-06,0.07846599817276001
2024-02-07,0.08010400086641312
2024-02-08,0.07987099885940552
2024-02-09,0.08157899975776672
2024-02-10,0.08144800364971161
2024-02-11,0.0811930000782013
2024-02-12,0.08234500139951706
2024-02-13,0.08108899742364883
2024-02-14,0.08554299920797348
2024-02-15,0.08535599708557129
2024-02-16,0.08601299673318863
2024-02-17,0.08359300345182419
2024-02-18,0.08516599982976913
2024-02-19,0.08947700262069702
2024-02-20,0.08614300191402435
2024-02-21,0.08461499959230423
2024-02-22,0.0840890035033226
2024-02-23,0.08443400263786316
2024-02-24,0.08615600317716599
2024-02-25,0.08609899878501892
2024-02-26,0.08938899636268616
2024-02-27,0.09767100214958191
2024-02-28,0.1165819987654686
2024-02-29,0.11718499660491943
2024-03-01,0.13955700397491455
2024-03-02,0.14212100207805634
2024-03-03,0.15383599698543549
2024-03-04,0.1829099953174591
2024-03-05,0.15393699705600739
2024-03-06,0.15779100358486176
2024-03-07,0.1581210047006607
2024-03-08,0.16534699499607086
2024-03-09,0.17908300459384918
2024-03-10,0.16991999745368958
2024-03-11,0.18196499347686768
2024-03-12,0.16814400255680084
2024-03-13,0.1691579967737198
2024-03-14,0.17733000218868256
2024-03-15,0.1632310003042221
2024-03-16,0.14236800372600555
2024-03-17,0.15433000028133392
2024-03-18,0.14367300271987915
2024-03-19,0.1287280023097992
2024-03-20,0.15218600630760193
2024-03-21,0.15529200434684753
2024-03-22,0.15270300209522247
2024-03-23,0.16176800429821014
2024-03-24,0.17645299434661865
2024-03-25,0.17536699771881104
2024-03-26,0.18248599767684937
2024-03-27,0.19032999873161316
2024-03-28,0.22005599737167358
2024-03-29,0.21349099278450012
2024-03-30,0.19943399727344513
2024-03-31,0.22006399929523468
2024-04-01,0.20556999742984772
2024-04-02,0.1823039948940277
2024-04-03,0.17554700374603271
2024-04-04,0.17992599308490753
2024-04-05,0.17751799523830414
2024-04-06,0.18595099449157715
2024-04-07,0.19910800457000732
2024-04-08,0.20263999700546265
2024-04-09,0.18900099396705627
2024-04-10,0.19998399913311005
2024-04-11,0.19401100277900696
2024-04-12,0.17459699511528015
2024-04-13,0.1531679928302765
2024-04-14,0.1622850000858307
2024-04-15,0.16136899590492249
2024-04-16,0.15598900616168976
2024-04-17,0.14760500192642212
2024-04-18,0.15244799852371216
2024-04-19,0.15626800060272217
2024-04-20,0.1628270000219345
2024-04-21,0.15826000273227692
2024-04-22,0.16119399666786194
2024-04-23,0.15994399785995483
2024-04-24,0.15135399997234344
