Date,BCH-USD
2024-03-31,680.4213256835938
2024-04-01,649.0584106445312
2024-04-02,639.1395263671875
2024-04-03,594.6307983398438
2024-04-04,668.4983520507812
2024-04-05,657.8128662109375
2024-04-06,695.160400390625
2024-04-07,684.9078369140625
2024-04-08,680.6610107421875
2024-04-09,672.5899047851562
2024-04-10,629.482421875
2024-04-11,614.3172607421875
2024-04-12,534.7660522460938
2024-04-13,481.4837646484375
2024-04-14,527.90087890625
2024-04-15,507.9172058105469
2024-04-16,487.4125671386719
2024-04-17,463.61480712890625
2024-04-18,483.3103332519531
2024-04-19,477.1127624511719
2024-04-20,515.57373046875
2024-04-21,502.52093505859375
2024-04-22,522.2345581054688
2024-04-23,505.4361267089844
2024-04-24,479.0196533203125
2024-04-25,478.7244567871094
2024-04-26,482.4371032714844
2024-04-27,477.4198303222656
2024-04-28,470.62127685546875
2024-04-29,465.6100158691406
2024-04-30,434.15716552734375
2024-05-01,424.03863525390625
2024-05-02,429.9698486328125
2024-05-03,453.3455505371094
2024-05-04,463.5088195800781
2024-05-05,469.2642822265625
2024-05-06,473.3588562011719
2024-05-07,471.1045837402344
2024-05-08,448.20367431640625
2024-05-09,454.960693359375
2024-05-10,426.7308654785156
2024-05-11,429.4651794433594
2024-05-12,433.1579284667969
2024-05-13,437.3409423828125
2024-05-14,428.7911071777344
2024-05-15,464.11572265625
2024-05-16,444.84912109375
2024-05-17,466.2641296386719
2024-05-18,475.79290771484375
2024-05-19,484.9183044433594
2024-05-20,516.750732421875
2024-05-21,515.1150512695312
2024-05-22,498.79437255859375
2024-05-23,490.9042053222656
2024-05-24,494.8669128417969
2024-05-25,493.4154052734375
2024-05-26,483.971435546875
2024-05-27,489.1649169921875
2024-05-28,470.170166015625
2024-05-29,465.5042724609375
2024-05-30,465.2304992675781
2024-05-31,454.9013671875
2024-06-01,463.0711975097656
2024-06-02,458.3445739746094
2024-06-03,464.8462829589844
2024-06-04,477.09332275390625
2024-06-05,495.13134765625
2024-06-06,495.8234558105469
2024-06-07,478.025146484375
2024-06-08,469.8932189941406
2024-06-09,474.4519348144531
2024-06-10,468.92254638671875
2024-06-11,446.39678955078125
2024-06-12,454.10943603515625
2024-06-13,431.5286560058594
2024-06-14,422.8840637207031
2024-06-15,429.7106628417969
2024-06-16,428.1529846191406
2024-06-17,420.2284851074219
2024-06-18,389.31488037109375
2024-06-19,388.6602783203125
2024-06-20,389.8619384765625
2024-06-21,382.8753356933594
2024-06-22,392.1610412597656
2024-06-23,381.1669616699219
2024-06-24,363.9482727050781
2024-06-25,388.6441650390625
2024-06-26,373.6109924316406
2024-06-27,388.74249267578125
2024-06-28,385.3994140625
2024-06-29,380.4427185058594
2024-06-30,393.6454162597656
2024-07-01,384.1968994140625
2024-07-02,381.79339599609375
2024-07-03,373.1245422363281
2024-07-04,331.47320556640625
2024-07-05,325.8738098144531
2024-07-06,343.05389404296875
2024-07-07,312.7734680175781
2024-07-08,333.3305969238281
2024-07-09,331.0573425292969
2024-07-10,340.7474365234375
2024-07-11,347.4631042480469
2024-07-12,368.7078552246094
2024-07-13,375.97796630859375
2024-07-14,376.9600830078125
2024-07-15,400.71929931640625
2024-07-16,387.09423828125
2024-07-17,375.7253112792969
2024-07-18,382.8452453613281
2024-07-19,391.8265380859375
2024-07-20,395.6181640625
2024-07-21,400.7705383300781
2024-07-22,385.781494140625
2024-07-23,366.49761962890625
2024-07-24,362.4208679199219
2024-07-25,361.60260009765625
2024-07-26,377.4776306152344
2024-07-27,392.1049499511719
2024-07-28,416.67303466796875
2024-07-29,439.7582702636719
2024-07-30,432.6112060546875
2024-07-31,414.818115234375
2024-08-01,413.147216796875
2024-08-02,381.5531005859375
2024-08-03,364.3846130371094
2024-08-04,331.857666015625
2024-08-05,309.95574951171875
2024-08-06,314.6262512207031
2024-08-07,312.33428955078125
2024-08-08,354.3216247558594
2024-08-09,347.96014404296875
2024-08-10,354.6650085449219
2024-08-11,330.2902526855469
2024-08-12,354.6017761230469
2024-08-13,351.9599609375
2024-08-14,338.1859436035156
2024-08-15,334.6147155761719
2024-08-16,338.479248046875
2024-08-17,341.055419921875
2024-08-18,333.3903503417969
2024-08-19,338.10125732421875
2024-08-20,335.4502868652344
2024-08-21,349.2322082519531
2024-08-22,346.5582275390625
2024-08-23,365.1933898925781
2024-08-24,363.68023681640625
2024-08-25,356.3801574707031
2024-08-26,342.5382080078125
2024-08-27,324.7033996582031
2024-08-28,322.3939514160156
2024-08-29,322.449951171875
2024-08-30,325.16351318359375
2024-08-31,322.2494201660156
2024-09-01,312.7499694824219
2024-09-02,323.7297668457031
2024-09-03,309.1968078613281
2024-09-04,315.29083251953125
2024-09-05,307.4684143066406
2024-09-06,294.8648681640625
2024-09-07,299.4573669433594
2024-09-08,305.2160949707031
2024-09-09,322.45269775390625
2024-09-10,329.6400451660156
2024-09-11,337.615966796875
2024-09-12,333.01947021484375
2024-09-13,335.8511047363281
2024-09-14,327.154296875
2024-09-15,316.6377258300781
2024-09-16,311.91546630859375
2024-09-17,314.1930236816406
2024-09-18,325.80963134765625
2024-09-19,340.2292175292969
2024-09-20,335.6577453613281
2024-09-21,345.7752380371094
2024-09-22,342.98187255859375
2024-09-23,342.42919921875
2024-09-24,348.152099609375
2024-09-25,343.22100830078125
2024-09-26,351.9991455078125
2024-09-27,359.0396728515625
2024-09-28,353.09991455078125
2024-09-29,352.8612365722656
2024-09-30,337.37799072265625
2024-10-01,318.2869873046875
2024-10-02,316.298095703125
2024-10-03,320.2301940917969
2024-10-04,324.7106018066406
2024-10-05,321.6606140136719
2024-10-06,324.4873352050781
2024-10-07,324.4577331542969
2024-10-08,328.7540283203125
2024-10-09,320.572509765625
2024-10-10,322.5751647949219
2024-10-11,326.8042297363281
2024-10-12,329.4590759277344
2024-10-13,321.17864990234375
2024-10-14,368.0122985839844
2024-10-15,354.6675720214844
2024-10-16,365.4289245605469
2024-10-17,369.3623352050781
2024-10-18,367.1418151855469
2024-10-19,363.72308349609375
2024-10-20,369.35589599609375
2024-10-21,363.7775573730469
2024-10-22,357.16131591796875
2024-10-23,347.05072021484375
2024-10-24,367.38958740234375
2024-10-25,348.0643615722656
2024-10-26,347.7802429199219
2024-10-27,352.1592712402344
2024-10-28,365.2552185058594
2024-10-29,385.384521484375
2024-10-30,369.8304138183594
2024-10-31,358.219970703125
2024-11-01,349.5990295410156
2024-11-02,353.3771667480469
2024-11-03,340.2908935546875
2024-11-04,329.0894470214844
2024-11-05,343.36505126953125
2024-11-06,378.5013732910156
2024-11-07,377.6909484863281
2024-11-08,377.42822265625
2024-11-09,406.35089111328125
2024-11-10,442.1380310058594
2024-11-11,473.32672119140625
2024-11-12,434.3050231933594
2024-11-13,439.2732849121094
2024-11-14,414.5817565917969
2024-11-15,433.191162109375
2024-11-16,462.042236328125
2024-11-17,432.03131103515625
2024-11-18,451.98638916015625
2024-11-19,447.0617980957031
2024-11-20,440.3277893066406
2024-11-21,486.0648498535156
2024-11-22,490.2834777832031
2024-11-23,509.9440612792969
2024-11-24,514.7054443359375
2024-11-25,491.65716552734375
2024-11-26,492.5515441894531
2024-11-27,519.6979370117188
2024-11-28,511.92437744140625
2024-11-29,518.328369140625
2024-11-30,525.2651977539062
2024-12-01,532.6294555664062
2024-12-02,538.0313110351562
2024-12-03,583.9658813476562
2024-12-04,584.1792602539062
2024-12-05,590.051025390625
2024-12-06,619.4531860351562
2024-12-07,608.5131225585938
2024-12-08,623.3380126953125
2024-12-09,553.742919921875
2024-12-10,516.675048828125
2024-12-11,547.3112182617188
2024-12-12,539.8097534179688
2024-12-13,542.1737670898438
2024-12-14,534.1950073242188
2024-12-15,546.8533935546875
2024-12-16,537.910888671875
2024-12-17,529.7596435546875
2024-12-18,480.6501159667969
2024-12-19,440.0602722167969
2024-12-20,448.8754577636719
2024-12-21,456.0484619140625
2024-12-22,445.06976318359375
2024-12-23,460.2939758300781
2024-12-24,470.2679443359375
2024-12-25,465.3318786621094
2024-12-26,437.1010437011719
2024-12-27,440.2722473144531
2024-12-28,451.0380554199219
2024-12-29,438.50543212890625
2024-12-30,443.3424377441406
2024-12-31,433.8179931640625
2025-01-01,449.35986328125
2025-01-02,461.3688049316406
2025-01-03,473.068359375
2025-01-04,478.9778747558594
2025-01-05,470.9113464355469
2025-01-06,482.6858825683594
2025-01-07,437.4750061035156
2025-01-08,434.28338623046875
2025-01-09,421.61907958984375
2025-01-10,449.9591369628906
2025-01-11,440.8851318359375
2025-01-12,447.83673095703125
2025-01-13,428.0797119140625
2025-01-14,438.0751647949219
2025-01-15,461.0185546875
2025-01-16,461.8852233886719
2025-01-17,489.7207336425781
2025-01-18,466.13433837890625
2025-01-19,426.2817077636719
2025-01-20,431.22149658203125
2025-01-21,446.2886962890625
2025-01-22,434.76739501953125
2025-01-23,437.4604187011719
2025-01-24,431.7235412597656
2025-01-25,445.2803649902344
2025-01-26,425.595947265625
2025-01-27,426.9776611328125
2025-01-28,410.5862121582031
2025-01-29,414.92584228515625
2025-01-30,434.8733215332031
2025-01-31,424.243408203125
2025-02-01,404.39166259765625
2025-02-02,359.7787780761719
2025-02-03,353.2078857421875
2025-02-04,330.6802978515625
2025-02-05,327.9939880371094
2025-02-06,315.9839782714844
2025-02-07,318.4578552246094
2025-02-08,323.50653076171875
2025-02-09,324.8921203613281
2025-02-10,329.0276184082031
2025-02-11,331.39703369140625
2025-02-12,343.0455627441406
2025-02-13,335.3482360839844
2025-02-14,341.62628173828125
2025-02-15,332.8094177246094
2025-02-16,326.4682922363281
2025-02-17,323.638427734375
2025-02-18,315.83685302734375
2025-02-19,322.58984375
2025-02-20,326.0089416503906
2025-02-21,313.6491394042969
2025-02-22,320.9940490722656
2025-02-23,327.8842468261719
2025-02-24,291.61492919921875
2025-02-25,291.6081237792969
2025-02-26,293.3774719238281
2025-02-27,296.6879577636719
2025-02-28,315.8653259277344
2025-03-01,311.22760009765625
2025-03-02,333.97296142578125
2025-03-03,320.451171875
2025-03-04,320.1509704589844
2025-03-05,392.21337890625
2025-03-06,395.435302734375
2025-03-07,388.5880126953125
2025-03-08,385.40155029296875
2025-03-09,357.228515625
2025-03-10,331.64532470703125
2025-03-11,339.49188232421875
2025-03-12,353.9580078125
2025-03-13,326.1294250488281
2025-03-14,330.35772705078125
2025-03-15,342.82183837890625
2025-03-16,332.9571838378906
2025-03-17,337.76959228515625
2025-03-18,335.1486511230469
2025-03-19,345.6285705566406
2025-03-20,333.59228515625
2025-03-21,322.62158203125
2025-03-22,322.0602111816406
2025-03-23,325.2769775390625
2025-03-24,332.1944580078125
2025-03-25,335.6667175292969
2025-03-26,334.57269287109375
2025-03-27,324.70166015625
2025-03-28,307.4603576660156
2025-03-29,303.1073913574219
2025-03-30,298.8476867675781
2025-03-31,303.31646728515625
2025-04-01,308.4830017089844
2025-04-02,293.8935241699219
2025-04-03,300.488037109375
2025-04-04,301.255859375
2025-04-05,303.8316650390625
2025-04-06,271.9084777832031
2025-04-07,275.4508972167969
2025-04-08,268.96673583984375
2025-04-09,301.1901550292969
2025-04-10,290.2632141113281
2025-04-11,312.836669921875
2025-04-12,344.92498779296875
2025-04-13,342.37060546875
2025-04-14,323.5287780761719
2025-04-15,319.1454162597656
2025-04-16,321.89044189453125
2025-04-17,333.2281494140625
2025-04-18,335.34393310546875
2025-04-19,335.3309631347656
2025-04-20,335.9388732910156
2025-04-21,344.80694580078125
2025-04-22,362.78173828125
2025-04-23,358.2170715332031
2025-04-24,356.4633483886719
2025-04-25,373.3293762207031
2025-04-26,355.95916748046875
2025-04-27,345.9830322265625
2025-04-28,364.2192077636719
2025-04-29,363.6363830566406
2025-04-30,366.22747802734375
2025-05-01,361.1256103515625
2025-05-02,382.875244140625
2025-05-03,363.1204833984375
2025-05-04,356.13006591796875
2025-05-05,353.4871520996094
2025-05-06,373.054443359375
2025-05-07,383.2935791015625
2025-05-08,421.6309814453125
2025-05-09,412.3817443847656
2025-05-10,430.8814697265625
2025-05-11,408.0454406738281
2025-05-12,410.6682434082031
2025-05-13,411.29534912109375
2025-05-14,402.6856689453125
2025-05-15,395.69183349609375
2025-05-16,395.8854064941406
2025-05-17,391.9806213378906
2025-05-18,406.8180847167969
2025-05-19,392.8945007324219
2025-05-20,394.0870361328125
2025-05-21,407.56866455078125
2025-05-22,443.9219970703125
2025-05-23,425.58709716796875
2025-05-24,421.8962097167969
2025-05-25,422.8595275878906
2025-05-26,415.6390075683594
2025-05-27,414.824462890625
2025-05-28,419.5234069824219
2025-05-29,409.21942138671875
2025-05-30,399.1341552734375
2025-05-31,414.50787353515625
2025-06-01,403.7017517089844
2025-06-02,403.91656494140625
2025-06-03,400.9271240234375
2025-06-04,401.0262756347656
2025-06-05,385.58673095703125
2025-06-06,396.12689208984375
2025-06-07,409.3663635253906
2025-06-08,411.2310791015625
2025-06-09,425.5355224609375
2025-06-10,437.98931884765625
2025-06-11,428.98236083984375
2025-06-12,425.6308898925781
2025-06-13,448.6900329589844
2025-06-14,430.8078918457031
2025-06-15,460.8656921386719
2025-06-16,466.32757568359375
2025-06-17,463.83648681640625
2025-06-18,459.44927978515625
2025-06-19,498.56549072265625
2025-06-20,473.8587646484375
2025-06-21,466.2036437988281
2025-06-22,455.07818603515625
2025-06-23,463.4538269042969
2025-06-24,453.8330078125
2025-06-25,482.22125244140625
2025-06-26,489.6326599121094
2025-06-27,505.1834411621094
2025-06-28,491.9881896972656
2025-06-29,503.7851257324219
2025-06-30,506.029052734375
2025-07-01,500.6935119628906
2025-07-02,510.3337097167969
2025-07-03,496.7096252441406
2025-07-04,484.2389831542969
2025-07-05,489.408203125
2025-07-06,491.95977783203125
2025-07-07,496.19720458984375
2025-07-08,501.3925476074219
2025-07-09,514.939208984375
2025-07-10,518.3226928710938
2025-07-11,531.6624755859375
2025-07-12,506.4053649902344
2025-07-13,507.888916015625
2025-07-14,504.8515319824219
2025-07-15,497.8650207519531
2025-07-16,499.2821044921875
2025-07-17,500.064208984375
2025-07-18,514.4284057617188
2025-07-19,513.4231567382812
2025-07-20,547.8762817382812
2025-07-21,523.5546264648438
2025-07-22,525.9108276367188
2025-07-23,512.2735595703125
2025-07-24,512.129150390625
2025-07-25,556.8209228515625
2025-07-26,559.5679321289062
2025-07-27,590.12890625
2025-07-28,571.1161499023438
2025-07-29,563.8141479492188
2025-07-30,590.1255493164062
2025-07-31,562.23876953125
2025-08-01,535.5762329101562
2025-08-02,520.4732055664062
2025-08-03,544.4601440429688
2025-08-04,574.1052856445312
2025-08-05,551.3870849609375
2025-08-06,571.0632934570312
2025-08-07,582.2788696289062
2025-08-08,586.4481811523438
2025-08-09,567.5014038085938
2025-08-10,570.7457885742188
2025-08-11,579.3138427734375
2025-08-12,618.7223510742188
2025-08-13,616.6964111328125
2025-08-14,593.7769775390625
2025-08-15,592.5665893554688
2025-08-16,587.9867553710938
2025-08-17,582.4995727539062
2025-08-18,569.276123046875
2025-08-19,548.0706176757812
2025-08-20,560.5867309570312
2025-08-21,553.983642578125
2025-08-22,599.3248901367188
2025-08-23,591.0036010742188
2025-08-24,583.865234375
2025-08-25,544.4395751953125
2025-08-26,550.5748291015625
2025-08-27,550.0770263671875
2025-08-28,557.6010131835938
2025-08-29,531.1219482421875
2025-08-30,553.5634155273438
2025-08-31,544.5551147460938
2025-09-01,544.568603515625
2025-09-02,585.287841796875
2025-09-03,603.4998779296875
2025-09-04,586.7719116210938
2025-09-05,606.7718505859375
2025-09-06,595.3136596679688
2025-09-07,603.4046020507812
2025-09-08,588.297607421875
2025-09-09,581.1709594726562
2025-09-10,580.6012573242188
2025-09-11,596.3865356445312
2025-09-12,598.6129760742188
2025-09-13,598.5404052734375
2025-09-14,601.4661865234375
2025-09-15,593.8782348632812
2025-09-16,598.8651123046875
2025-09-17,616.8861083984375
2025-09-18,624.3959350585938
2025-09-19,600.8482055664062
2025-09-20,595.0829467773438
2025-09-21,594.320556640625
2025-09-22,567.727783203125
2025-09-23,557.0358276367188
2025-09-24,556.486328125
2025-09-25,536.1151733398438
2025-09-26,546.4515991210938
